axis,direction,rank,trait,count,mean_delta,min_delta,max_delta
acerbic,positive,3,playful,74,0.09424675155330349,-2.0234060287475586,2.0695719718933105
acerbic,positive,4,confident,74,0.008962499128805625,-1.3255116939544678,1.4998865127563477
acerbic,negative,1,patient,78,-0.6718197014087286,-3.363466262817383,0.3919517993927002
acerbic,negative,2,collaborative,74,-0.5345401957228377,-2.5404539108276367,0.35698390007019043
acerbic,negative,3,calm,76,-0.5019404323477494,-2.409609317779541,1.356616497039795
acerbic,negative,4,optimistic,74,-0.47353943296380946,-2.741571307182312,1.1671147346496582
adventurous,positive,1,inspirational,74,0.9518741514231708,-0.34351646900177,2.945636034011841
adventurous,positive,2,narrative,76,0.8819386066966936,-0.48769164085388184,3.090881586074829
adventurous,positive,3,big_picture,74,0.6760257989973635,-0.29987412691116333,2.3885409832000732
adventurous,positive,4,entertaining,74,0.5893846871079625,-0.38508230447769165,3.190647006034851
adventurous,negative,1,factual,72,0.05987105042570167,-1.3186974227428436,1.1108056902885437
adventurous,negative,2,stoic,72,0.06872182339429855,-1.1374502778053284,1.181872010231018
adventurous,negative,3,concise,62,0.0888502674718057,-0.8398730754852295,1.1887652277946472
adventurous,negative,4,problem_solving,74,0.1148388683795929,-1.2198737263679504,2.056909054517746
agreeable,positive,1,patient,78,0.6667926223614277,-0.36101245880126953,2.795771539211273
agreeable,positive,2,optimistic,74,0.6407509945534371,-0.20898008346557617,2.171491503715515
agreeable,positive,3,collaborative,74,0.6152437981721517,-0.6577224731445312,1.9455792307853699
agreeable,positive,4,verbose,72,0.5400788999266095,-0.5536460876464844,2.1531588435173035
agreeable,negative,1,entertaining,74,-0.060130459231299324,-1.4768050909042358,1.8880393505096436
agreeable,negative,2,playful,74,0.08968548355875788,-1.60295569896698,1.375422477722168
agreeable,negative,3,spontaneous,76,0.1133932612444225,-2.448662906885147,1.3642935752868652
agreeable,negative,4,confident,74,0.12739723759728508,-1.219040870666504,1.4024403095245361
altruistic,positive,1,verbose,72,1.2672639265656471,-0.43568992614746094,7.400596380233765
altruistic,positive,2,methodical,74,1.2557156303444423,-0.6111021041870117,5.825377583503723
altruistic,positive,3,narrative,76,1.237605414500362,-0.7583904266357422,5.9866703748703
altruistic,positive,4,patient,78,1.213985114525526,-0.5439567565917969,6.0460299253463745
altruistic,negative,1,spontaneous,76,0.21013622887824712,-2.876995950937271,3.5425408333539963
altruistic,negative,2,concise,62,0.3142566777044727,-3.1124079525470734,4.682653874158859
altruistic,negative,3,playful,74,0.31947131636174947,-1.3695454597473145,3.6789864972233772
altruistic,negative,4,anxious,78,0.35528446924992096,-4.6365408301353455,2.727579355239868
animated,positive,1,narrative,76,1.0161690837458561,-0.1684982180595398,2.882306218147278
animated,positive,2,inspirational,74,0.9766937917148745,0.11630517244338989,2.6051770448684692
animated,positive,3,entertaining,74,0.666148029469155,-0.1981256604194641,3.1985055208206177
animated,positive,4,big_picture,74,0.6574709048947772,-0.3652987778186798,2.273550033569336
animated,negative,1,factual,72,0.09080442372295591,-0.8256186842918396,1.1539208889007568
animated,negative,2,data_driven,72,0.11509072739217016,-0.8579806685447693,1.3791977167129517
animated,negative,3,stoic,72,0.11603874961535136,-0.7972494065761566,1.381897121667862
animated,negative,4,concise,62,0.15316061531343766,-1.133225291967392,1.1299565136432648
anxious,positive,1,entertaining,74,0.18797762007326693,-1.2396968603134155,1.3476924896240234
anxious,positive,2,spontaneous,76,0.12007237264984533,-1.4497010707855225,2.5485634207725525
anxious,positive,3,playful,74,0.015274048657030673,-1.553051233291626,1.5177175998687744
anxious,positive,4,anxious,78,0.00899571486008473,-1.1820430755615234,2.3286470770835876
anxious,negative,1,methodical,74,-0.5465534409961185,-2.068838119506836,0.5610713958740234
anxious,negative,2,inspirational,74,-0.5427563415991293,-1.9196274280548096,0.6626949310302734
anxious,negative,3,optimistic,74,-0.5311465714428876,-1.3505845665931702,0.28641605377197266
anxious,negative,4,verbose,72,-0.5245683739582697,-2.9065471291542053,0.23529672622680664
arrogant,positive,1,narrative,76,0.5349745115167216,-0.8651639223098755,2.1814028322696686
arrogant,positive,2,entertaining,74,0.4695941942769128,-1.2037242650985718,2.225732684135437
arrogant,positive,3,pessimistic,72,0.3893936230904526,-1.4937516897916794,1.6840109825134277
arrogant,positive,4,playful,74,0.3593775126579645,-1.5847837924957275,1.8561249673366547
arrogant,negative,1,patient,78,-0.2179670016735028,-2.490746319293976,0.6940294504165649
arrogant,negative,2,factual,72,-0.20058858229054344,-1.5956212878227234,0.6594465970993042
arrogant,negative,3,data_driven,72,-0.18241728593905768,-1.3870823383331299,0.982158899307251
arrogant,negative,4,collaborative,74,-0.17076118652885025,-1.100943773984909,0.6928526163101196
artistic,positive,1,inspirational,74,1.3509027998189669,0.17694434523582458,3.50593900680542
artistic,positive,2,narrative,76,1.3198236854452836,-0.4916526973247528,3.537522792816162
artistic,positive,3,big_picture,74,0.9288735204451793,-0.3120730221271515,3.1127833127975464
artistic,positive,4,pessimistic,72,0.8683974902249045,-0.6316816508769989,2.6575202345848083
artistic,negative,1,data_driven,72,0.011828579008579254,-1.2950101494789124,2.2381264567375183
artistic,negative,2,factual,72,0.045997495452562966,-1.3979309797286987,1.2689085006713867
artistic,negative,3,problem_solving,74,0.062367355501329574,-1.8573875725269318,1.8888183236122131
artistic,negative,4,practical,72,0.11048109001583523,-1.2179827690124512,1.647012174129486
ascetic,positive,1,inspirational,74,0.348029207337547,-0.2576603293418884,1.504620835185051
ascetic,positive,2,narrative,76,0.31453470062268407,-0.4093121290206909,1.641292005777359
ascetic,positive,3,speculative,72,0.29231942496779895,-0.4946504235267639,1.5945398807525635
ascetic,positive,4,pessimistic,72,0.2856772844162252,-0.3383180797100067,0.8433745503425598
ascetic,negative,1,entertaining,74,-0.19196331138546402,-1.0656071603298187,1.1964599341154099
ascetic,negative,2,playful,74,-0.1846366146126309,-0.9234053492546082,0.563279464840889
ascetic,negative,3,casual,80,-0.15948522314429284,-0.9129671454429626,0.8619315922260284
ascetic,negative,4,agreeable,74,-0.10916913290684288,-0.8554347455501556,1.1135690957307816
assertive,positive,1,narrative,76,0.6124192195895471,-0.5358023792505264,2.152048669755459
assertive,positive,2,inspirational,74,0.5237649964621743,-0.19174790382385254,1.8247548341751099
assertive,positive,3,big_picture,74,0.3621448684181716,-0.439303457736969,1.5879659056663513
assertive,positive,4,verbose,72,0.3523861105657286,-0.32676152884960175,1.9086629152297974
assertive,negative,1,concise,62,-0.006804446779912518,-0.9540320634841919,0.7814260125160217
assertive,negative,2,cautious,76,0.0010799689120367954,-1.0367861986160278,1.4617154002189636
assertive,negative,3,stoic,72,0.004328140419804388,-1.189703643321991,1.3949767351150513
assertive,negative,4,traditional,70,0.0432104983500072,-0.8470326662063599,1.6796222925186157
avoidant,positive,1,spontaneous,76,-0.31477109264386327,-3.9413276463747025,3.146125555038452
avoidant,positive,2,playful,74,-0.3675040534219226,-3.8183452039957047,1.4590048789978027
avoidant,positive,3,concise,62,-0.3746697056678034,-5.444174587726593,3.3955851197242737
avoidant,positive,4,adaptable,74,-0.4256013664039406,-4.012467622756958,0.9602060317993164
avoidant,negative,1,methodical,74,-1.4883149137368072,-7.556089162826538,0.4188528060913086
avoidant,negative,2,narrative,76,-1.4406769448205043,-6.631463170051575,0.7270307540893555
avoidant,negative,3,verbose,72,-1.3906959357361,-7.88841438293457,0.4864501953125
avoidant,negative,4,patient,78,-1.3688660909732182,-6.775479674339294,0.45389842987060547
benevolent,positive,1,patient,78,1.1391874528848207,-0.3825514316558838,5.020279258489609
benevolent,positive,2,optimistic,74,1.0419851654284709,-0.2956054210662842,4.310127675533295
benevolent,positive,3,methodical,74,1.0393398895456984,-0.8605971336364746,4.3860591650009155
benevolent,positive,4,verbose,72,1.0297286758820217,-0.5186471939086914,5.725420951843262
benevolent,negative,1,spontaneous,76,0.2444224930123279,-2.287706047296524,2.8961169123649597
benevolent,negative,2,entertaining,74,0.24829106395309036,-1.0537278652191162,3.440911293029785
benevolent,negative,3,playful,74,0.2969470990670694,-1.7494597434997559,2.955044448375702
benevolent,negative,4,strategic,72,0.31370946930514443,-5.170900642871857,3.348548650741577
bitter,positive,1,entertaining,74,0.3238163687087394,-2.224689245223999,1.8391069173812866
bitter,positive,2,playful,74,0.10407163001395561,-1.897397756576538,2.297370672225952
bitter,positive,3,spontaneous,76,0.10025335613049959,-1.835540533065796,3.330481708049774
bitter,positive,4,casual,80,-0.028449606150388718,-1.7321035861968994,1.3612711429595947
bitter,negative,1,patient,78,-0.7217050622671078,-3.2460399866104126,0.5613300800323486
bitter,negative,2,methodical,74,-0.6286537325060045,-3.0411144495010376,0.9048280715942383
bitter,negative,3,verbose,72,-0.6220598651303185,-3.114325523376465,0.49463796615600586
bitter,negative,4,educational,76,-0.5833277451364618,-2.8073644638061523,0.8527209758758545
bombastic,positive,1,narrative,76,1.2345336314878965,-0.40945398807525635,3.920581817626953
bombastic,positive,2,inspirational,74,1.0091891699546092,-0.8425827622413635,3.3828355073928833
bombastic,positive,3,verbose,72,0.7486756104562018,-0.2733583450317383,3.321874737739563
bombastic,positive,4,big_picture,74,0.7266152203083038,-0.8069945275783539,3.5306371450424194
bombastic,negative,1,practical,72,0.004960017071829902,-2.0292850732803345,1.1744595170021057
bombastic,negative,2,collaborative,74,0.015552664930756027,-1.0371776521205902,1.1344354152679443
bombastic,negative,3,patient,78,0.026015763863539085,-3.032576471567154,1.4654362797737122
bombastic,negative,4,factual,72,0.04096644951237573,-1.9771499037742615,0.8427666425704956
callous,positive,1,data_driven,72,-0.02411502268579271,-1.368872046470642,0.731468915939331
callous,positive,2,confident,74,-0.03477645886910928,-1.4737989902496338,1.5338243246078491
callous,positive,3,strategic,72,-0.04890680478678809,-0.9909615516662598,1.2647215723991394
callous,positive,4,entertaining,74,-0.08539323065731977,-1.4760794043540955,0.7431086301803589
callous,negative,1,empathetic,76,-0.5668431422428081,-2.5057737082242966,0.44301819801330566
callous,negative,2,inspirational,74,-0.5500935090554727,-1.89260333776474,0.29974961280822754
callous,negative,3,humble,74,-0.5341879588526648,-2.6660310477018356,0.3343782424926758
callous,negative,4,optimistic,74,-0.5161315698075939,-2.7011875957250595,0.2085404396057129
calm,positive,1,methodical,74,0.5882916386063034,-0.899306058883667,2.3598653078079224
calm,positive,2,analytical,72,0.566707173983256,-2.8374988436698914,2.1170747876167297
calm,positive,3,patient,78,0.5617261039905059,-1.1419520378112793,2.8661393523216248
calm,positive,4,educational,76,0.5170803728856539,-0.6345260143280029,2.2088699340820312
calm,negative,1,entertaining,74,-0.3958010238570136,-2.0815893411636353,1.5240130424499512
calm,negative,2,playful,74,-0.1995699349287394,-2.3750162720680237,1.6320428252220154
calm,negative,3,spontaneous,76,-0.16045130318716952,-3.07206067442894,1.5879113674163818
calm,negative,4,anxious,78,-0.08980471277848268,-2.039670377969742,1.4881141185760498
casual,positive,1,entertaining,74,0.5345796902437467,-0.9927038550376892,2.923140287399292
casual,positive,2,spontaneous,76,0.40159499253097336,-1.224452644586563,2.8743385076522827
casual,positive,3,playful,74,0.36330690496676676,-1.0559732019901276,2.5688897371292114
casual,positive,4,casual,80,0.3097199767827988,-1.0878593921661377,1.9621220827102661
casual,negative,1,educational,76,-0.7350729311767378,-2.1054587960243225,0.2516348361968994
casual,negative,2,methodical,74,-0.7036005020947069,-2.2707998752593994,0.7247397899627686
casual,negative,3,analytical,72,-0.6853179559111595,-2.312147378921509,2.7855801582336426
casual,negative,4,verbose,72,-0.6704064442051781,-2.842433124780655,0.1394345760345459
challenging,positive,1,speculative,72,0.5857558033118645,-0.26889827847480774,1.5071191489696503
challenging,positive,2,narrative,76,0.5042079049897822,-0.8332229554653168,1.6628206968307495
challenging,positive,3,analytical,72,0.4792384047889047,-1.3148846626281738,1.2919129729270935
challenging,positive,4,pessimistic,72,0.4752721983111567,-0.42433878779411316,1.9365875124931335
challenging,negative,1,optimistic,74,-0.01393481988359142,-1.2069504857063293,0.9380424618721008
challenging,negative,2,concise,62,0.12086425120792081,-1.2506590485572815,1.3387556076049805
challenging,negative,3,casual,80,0.13474181164056062,-0.8604229092597961,1.153552457690239
challenging,negative,4,agreeable,74,0.13622562748354836,-1.3512909412384033,1.1356828212738037
chaotic,positive,1,narrative,76,0.6237482497174489,-0.9159371554851532,1.6368230879306793
chaotic,positive,2,speculative,72,0.5721718126700984,-0.7909017950296402,1.764115959405899
chaotic,positive,3,entertaining,74,0.5127118811816782,-0.43717770278453827,2.900988459587097
chaotic,positive,4,inspirational,74,0.4874285701158884,-1.047096312046051,1.69051992893219
chaotic,negative,1,problem_solving,74,0.0737958671273412,-0.7328467667102814,1.0921648144721985
chaotic,negative,2,stoic,72,0.09907661461167866,-0.9571295380592346,1.0754744410514832
chaotic,negative,3,practical,72,0.13577042147517204,-1.3560966849327087,1.4205511808395386
chaotic,negative,4,optimistic,74,0.15003944530680374,-0.8902951627969742,1.8133907914161682
charismatic,positive,1,inspirational,74,1.0867242319761097,-0.09596163034439087,2.772400140762329
charismatic,positive,2,narrative,76,1.0265710883234676,-0.10373654961585999,2.9534112215042114
charismatic,positive,3,big_picture,74,0.7034317540961343,-0.45524170994758606,2.3960514068603516
charismatic,positive,4,speculative,72,0.6463172704809241,-0.24107208847999573,2.2072673439979553
charismatic,negative,1,data_driven,72,0.1625662087980244,-0.6875864416360855,1.2245365977287292
charismatic,negative,2,stoic,72,0.16510825355847678,-0.8214592933654785,1.2009371519088745
charismatic,negative,3,concise,62,0.17541072253257997,-1.0204080939292908,0.9079046547412872
charismatic,negative,4,factual,72,0.21263901496099102,-0.9388822913169861,1.6973693370819092
chill,positive,1,humble,74,0.5049424251994571,-0.6002519130706787,2.3651130497455597
chill,positive,2,optimistic,74,0.4653267908740688,-0.4889943599700928,2.2477543354034424
chill,positive,3,patient,78,0.44374634592961043,-0.24826419353485107,2.2696891129016876
chill,positive,4,collaborative,74,0.4134778259573756,-0.5086137056350708,1.5918464660644531
chill,negative,1,confident,74,-0.07547685423412838,-1.296303629875183,0.8781461715698242
chill,negative,2,narrative,76,-0.07323012304933448,-1.460702896118164,1.0988484621047974
chill,negative,3,strategic,72,-0.018631498018900555,-0.9818263053894043,0.6907668113708496
chill,negative,4,data_driven,72,-0.010639576448334588,-0.6114749908447266,1.055853009223938
circumspect,positive,1,verbose,72,0.8196772964050373,-0.5565354824066162,2.3957473635673523
circumspect,positive,2,curious,74,0.680929851290342,-0.6907168626785278,2.36995130777359
circumspect,positive,3,patient,78,0.6801571058921325,-0.4990200996398926,2.345661014318466
circumspect,positive,4,inspirational,74,0.6772431513747653,-0.21454966068267822,2.037830948829651
circumspect,negative,1,confident,74,0.14150785554099726,-1.2665086090564728,1.9468383193016052
circumspect,negative,2,playful,74,0.23455647338886518,-1.0321418046951294,1.5480253100395203
circumspect,negative,3,entertaining,74,0.24048658963796254,-0.777970552444458,2.0548326671123505
circumspect,negative,4,spontaneous,76,0.25704663482151535,-1.016516625881195,1.8189265429973602
closure_seeking,positive,1,confident,74,-0.19801951340726903,-3.506078541278839,2.3362075984477997
closure_seeking,positive,2,data_driven,72,-0.2394592993789249,-2.448920726776123,1.1000518798828125
closure_seeking,positive,3,strategic,72,-0.31035782148440677,-2.075149655342102,3.593381315469742
closure_seeking,positive,4,problem_solving,74,-0.33647649030427673,-2.236444115638733,1.0941548347473145
closure_seeking,negative,1,curious,74,-0.9538231137636546,-3.8007839918136597,0.5683653354644775
closure_seeking,negative,2,humble,74,-0.8965555497923413,-3.677729845046997,0.5408589839935303
closure_seeking,negative,3,narrative,76,-0.8717630215381321,-3.6576959788799286,0.9668483734130859
closure_seeking,negative,4,patient,78,-0.8584956887822884,-4.037050813436508,1.1942002773284912
collaborative,positive,1,inclusive,74,0.3094824343114286,-0.4554058611392975,0.9131016209721565
collaborative,positive,2,optimistic,74,0.30274538242736376,-0.3084839731454849,0.8620629385113716
collaborative,positive,3,collaborative,74,0.2890247361281434,-0.49326877295970917,1.0920423716306686
collaborative,positive,4,verbose,72,0.2669376871652073,-0.31255537271499634,0.8538420498371124
collaborative,negative,1,pessimistic,72,-0.06662174055559768,-0.7240821719169617,0.5892283469438553
collaborative,negative,2,spontaneous,76,-0.040527812156238054,-0.9711482226848602,0.5915869623422623
collaborative,negative,3,intuitive,72,-0.033914658034013376,-0.9866764843463898,0.7769578397274017
collaborative,negative,4,anxious,78,-0.018738960703978173,-0.7636130750179291,0.8122011199593544
collectivistic,positive,1,data_driven,72,0.16847282275557518,-0.8003465831279755,0.8676654994487762
collectivistic,positive,2,inclusive,74,0.16709526950443113,-0.391975000500679,0.712714895606041
collectivistic,positive,3,optimistic,74,0.14318696792061264,-0.4340490698814392,0.6788909584283829
collectivistic,positive,4,analytical,72,0.12498335385074218,-0.3140387535095215,0.8314755856990814
collectivistic,negative,1,pessimistic,72,-0.21746958730121455,-1.1708380430936813,0.49306172132492065
collectivistic,negative,2,intuitive,72,-0.16787250717687938,-1.1560496240854263,0.43166249990463257
collectivistic,negative,3,spontaneous,76,-0.11219846457242966,-0.7277317941188812,0.42314693331718445
collectivistic,negative,4,anxious,78,-0.11184187672841243,-0.8257993459701538,1.2558754086494446
competitive,positive,1,narrative,76,0.5490794789634252,-0.6496301889419556,2.0983434319496155
competitive,positive,2,entertaining,74,0.36636587010847554,-0.9770922660827637,2.4940832257270813
competitive,positive,3,confident,74,0.28321846473861384,-0.45440220832824707,1.4625344276428223
competitive,positive,4,big_picture,74,0.27727881919693304,-0.8229683041572571,1.8193978667259216
competitive,negative,1,humble,74,-0.21958968284967784,-1.8282364457845688,0.7380799055099487
competitive,negative,2,patient,78,-0.1873832981173809,-2.2634267807006836,0.6742843762040138
competitive,negative,3,collaborative,74,-0.11327632597169361,-1.0258888006210327,0.46833550930023193
competitive,negative,4,empathetic,76,-0.0928078799655563,-1.1052407622337341,1.1093485206365585
conceptual,positive,1,narrative,76,0.7614981359557101,-0.9396771341562271,3.43184295296669
conceptual,positive,2,inspirational,74,0.7031547499669565,-0.8252019882202148,3.103252649307251
conceptual,positive,3,speculative,72,0.7010613056934543,-0.4882028102874756,2.3702163696289062
conceptual,positive,4,verbose,72,0.6964112106296751,-1.6716994047164917,2.0951234996318817
conceptual,negative,1,collaborative,74,-0.08616206935934119,-2.3277474641799927,1.3442896008491516
conceptual,negative,2,practical,72,-0.05123725492093298,-2.228450059890747,2.233087494969368
conceptual,negative,3,problem_solving,74,-0.034413106135419896,-2.1338047981262207,1.4070177376270294
conceptual,negative,4,proactive,74,-0.027876874885043583,-2.111757457256317,2.54648357629776
conciliatory,positive,1,patient,78,0.7027526528407366,-0.38688230514526367,3.024333357810974
conciliatory,positive,2,optimistic,74,0.6745482957040941,-0.14773821830749512,1.8816113471984863
conciliatory,positive,3,methodical,74,0.6231273799329191,-1.3216054439544678,2.581371307373047
conciliatory,positive,4,collaborative,74,0.6002919303404318,-0.7956655025482178,2.6798786520957947
conciliatory,negative,1,entertaining,74,-0.17340803951830477,-2.0863184928894043,2.0953946113586426
conciliatory,negative,2,spontaneous,76,-0.041407997670926545,-2.7208468914031982,1.7647729516029358
conciliatory,negative,3,playful,74,-0.025487534097723058,-1.576213300228119,1.7778393626213074
conciliatory,negative,4,pessimistic,72,0.049791044659084745,-1.6676205396652222,2.6357275247573853
concise,positive,1,concise,62,-0.11532026156783104,-2.012611761689186,1.617644727230072
concise,positive,2,confident,74,-0.1412030172509116,-2.353620544075966,1.8915342688560486
concise,positive,3,playful,74,-0.1615573860503532,-1.3173285722732544,0.9766453504562378
concise,positive,4,spontaneous,76,-0.17438482806870811,-2.1544302105903625,1.4618974775075912
concise,negative,1,verbose,72,-0.7276385782493485,-2.8823488354682922,0.37519335746765137
concise,negative,2,methodical,74,-0.7080673287446434,-2.6369209587574005,0.36211490631103516
concise,negative,3,narrative,76,-0.6648408966629129,-3.0610921531915665,0.3638932704925537
concise,negative,4,curious,74,-0.6369269645294627,-2.6722439527511597,0.4719071388244629
condescending,positive,1,entertaining,74,0.6088912567576846,-0.34018674492836,2.010607957839966
condescending,positive,2,playful,74,0.5555057002080453,-0.6375736594200134,1.5631871223449707
condescending,positive,3,pessimistic,72,0.509601845095555,-1.0320196747779846,1.8762303292751312
condescending,positive,4,spontaneous,76,0.4948209461412932,-0.5041260719299316,2.084038496017456
condescending,negative,1,data_driven,72,-0.20287567004561424,-1.5566285848617554,0.9653867781162262
condescending,negative,2,factual,72,-0.12742838760217032,-1.0087665617465973,0.41825705766677856
condescending,negative,3,methodical,74,-0.09510566435150199,-1.6332669854164124,1.1506381034851074
condescending,negative,4,analytical,72,-0.07113164787491162,-1.1628860235214233,2.2034640312194824
confident,positive,1,narrative,76,0.3988248210792479,-0.39436890184879303,1.7732376754283905
confident,positive,2,inspirational,74,0.2958056614608378,-0.8817617297172546,1.4066996723413467
confident,positive,3,methodical,74,0.23373198116550575,-0.6809601783752441,0.9098583459854126
confident,positive,4,educational,76,0.23146281283544867,-0.37549053132534027,1.1128929257392883
confident,negative,1,humble,74,-0.20941050008342071,-1.3205741196870804,0.5977059602737427
confident,negative,2,cautious,76,-0.175968745135163,-1.1145028173923492,0.8267019204795361
confident,negative,3,anxious,78,-0.1464145384155787,-1.112978607416153,1.1047642305493355
confident,negative,4,concise,62,-0.118330413535718,-0.8726895451545715,0.8600999116897583
confrontational,positive,1,educational,76,0.4423837740170328,-0.8109691143035889,1.7482420206069946
confrontational,positive,2,methodical,74,0.4284959016619502,-0.3246270418167114,2.80963933467865
confrontational,positive,3,analytical,72,0.4159493870619271,-2.861225664615631,2.6625478267669678
confrontational,positive,4,data_driven,72,0.3992689167045885,-0.36649471521377563,1.8008709847927094
confrontational,negative,1,spontaneous,76,-0.3275765880550209,-1.4611313045024872,0.949753001332283
confrontational,negative,2,empathetic,76,-0.3235427666651575,-1.3815272450447083,1.518139123916626
confrontational,negative,3,playful,74,-0.2827889029238675,-1.38462495803833,0.7392565608024597
confrontational,negative,4,anxious,78,-0.21479549469091955,-1.4068310409784317,1.1717925071716309
conscientious,positive,1,methodical,74,0.8069515171888713,-0.7666845321655273,2.7528183460235596
conscientious,positive,2,analytical,72,0.8014805734985404,-3.0770875066518784,3.143787443637848
conscientious,positive,3,educational,76,0.7598672858194301,-0.5579872131347656,2.848306179046631
conscientious,positive,4,verbose,72,0.7158967980908023,-0.3907020092010498,3.4198219031095505
conscientious,negative,1,entertaining,74,-0.3236609197951652,-2.1259240806102753,1.1650094985961914
conscientious,negative,2,spontaneous,76,-0.2546013632887288,-2.690552592277527,1.5789603292942047
conscientious,negative,3,playful,74,-0.1879433908978024,-1.7897396087646484,1.5338101387023926
conscientious,negative,4,casual,80,-0.08506234623491764,-1.529091238975525,1.5788050442934036
contemporary,positive,1,practical,72,0.15843210948838127,-0.5377908647060394,0.9900902360677719
contemporary,positive,2,collaborative,74,0.14035048214970408,-0.5165521651506424,1.6365095973014832
contemporary,positive,3,problem_solving,74,0.13095492144694199,-0.6145966351032257,1.045635163784027
contemporary,positive,4,grounded,74,0.10527053616336875,-0.807067483663559,1.210945725440979
contemporary,negative,1,narrative,76,-0.4611815965097201,-1.4858229756355286,0.5442390292882919
contemporary,negative,2,inspirational,74,-0.41954888242322047,-1.8777644038200378,0.6963518559932709
contemporary,negative,3,pessimistic,72,-0.3695539354036252,-1.7478341460227966,1.354752779006958
contemporary,negative,4,speculative,72,-0.3529304572277599,-1.524520754814148,0.41261906921863556
contrarian,positive,1,speculative,72,0.7430357659856478,-0.32819172739982605,1.8529742360115051
contrarian,positive,2,pessimistic,72,0.7265649851825502,-0.20358121395111084,2.1162763237953186
contrarian,positive,3,narrative,76,0.6998828912251874,-0.8959636837244034,2.4640914499759674
contrarian,positive,4,serious,76,0.5979228502041415,-0.9233768284320831,2.383016884326935
contrarian,negative,1,optimistic,74,0.16281922000485496,-1.0681174993515015,1.9179822206497192
contrarian,negative,2,concise,62,0.1851438783830212,-1.1484037339687347,1.4193167388439178
contrarian,negative,3,data_driven,72,0.20743166903654733,-1.3169382512569427,1.4502259492874146
contrarian,negative,4,inclusive,74,0.22415871555740768,-0.9966717511415482,1.8978674411773682
convergent,positive,1,confident,74,0.1575795772510606,-0.752277672290802,1.0495879352092743
convergent,positive,2,analytical,72,0.1573373650511106,-0.5692129135131836,1.232425332069397
convergent,positive,3,problem_solving,74,0.12901459231569962,-0.37610161304473877,1.0368306636810303
convergent,positive,4,strategic,72,0.08185944457848866,-0.9685317575931549,0.8834573328495026
convergent,negative,1,inspirational,74,-0.3001465422881616,-1.549966275691986,0.4230506122112274
convergent,negative,2,humble,74,-0.23489310813916697,-1.3687289506196976,0.41661734879016876
convergent,negative,3,optimistic,74,-0.22909476628174652,-1.5116701424121857,0.721566379070282
