axis,num_traits,mean_abs_shift,max_abs_shift,signed_mean_shift,trait_mean_std,strongest_positive_trait,strongest_positive_mean_delta,strongest_negative_trait,strongest_negative_mean_delta
artistic,50,0.49619140255218336,1.3509027998189669,0.49619140255218336,0.2748518159512524,inspirational,1.3509027998189669,data_driven,0.011828579008579254
reactive,50,0.49508384248759457,0.9783275948988425,-0.4821963845409691,0.2669252041853515,entertaining,0.15692877125095678,methodical,-0.9783275948988425
circumspect,50,0.4824566350430494,0.8196772964050373,0.4824566350430494,0.14340534815506262,verbose,0.8196772964050373,confident,0.14150785554099726
rhetorical,50,0.4798495428237921,1.3985888232526027,0.4798495428237921,0.2719267191135701,narrative,1.3985888232526027,data_driven,0.02637066940466563
quantitative,50,0.47894103517114794,0.9342163414568514,-0.4697120380730729,0.22751378045074283,data_driven,0.23072492745187548,inspirational,-0.9342163414568514
verbose,50,0.4754765123950446,0.8288407317466207,0.4754765123950446,0.17128316809820562,verbose,0.8288407317466207,concise,0.10387484945597188
data_driven,50,0.4722582369714781,0.7983576542622334,-0.46730708125595954,0.1823052600689297,data_driven,0.12377889288796319,inspirational,-0.7983576542622334
introverted,50,0.4681283146144265,0.9951921825607618,0.4425018416312935,0.29531696920927153,verbose,0.9951921825607618,entertaining,-0.30146618308247747
grandiose,50,0.4678963098057293,1.4638551552044718,0.4678963098057293,0.2718412247322159,narrative,1.4638551552044718,practical,0.09762078275283177
nurturing,50,0.46133720855589233,0.8414119707571494,0.46133720855589233,0.14903153875410152,inspirational,0.8414119707571494,spontaneous,0.2015120167481272
entertaining,50,0.45616944690700395,0.971594130267968,0.45410176813757447,0.19658680982891172,entertaining,0.971594130267968,data_driven,-0.05169196923573812
inspirational,50,0.4486246320155631,0.9306885068481033,0.4486246320155631,0.18440876132056183,inspirational,0.9306885068481033,entertaining,0.0668774150513314
absolutist,50,0.44381002825040206,0.6316134414157352,-0.44381002825040206,0.10360393611058556,confident,-0.21483029223777153,curious,-0.6316134414157352
earnest,50,0.4387964750015637,0.9943044733356785,0.42103226926946574,0.2539919447094824,inspirational,0.9943044733356785,entertaining,-0.2209843574343501
nonchalant,50,0.43678959419438407,0.8457390972085901,-0.41921875258437635,0.2395706819480106,entertaining,0.2153946829808725,methodical,-0.8457390972085901
deontological,50,0.4339828104366663,0.8918484974848596,0.43311690419148763,0.23355843984419974,narrative,0.8918484974848596,strategic,-0.02164765612946616
theatrical,50,0.4303774685334443,1.4513978785590123,0.4303774685334443,0.2536387415148044,narrative,1.4513978785590123,concise,0.10845551759965959
contrarian,50,0.43010906460233067,0.7430357659856478,0.43010906460233067,0.1345027370803472,speculative,0.7430357659856478,optimistic,0.16281922000485496
charismatic,50,0.427718190996228,1.0867242319761097,0.427718190996228,0.17833647551298512,inspirational,1.0867242319761097,data_driven,0.1625662087980244
eclectic,50,0.42671954821851776,1.0914160246784623,0.42671954821851776,0.21804153754471106,inspirational,1.0914160246784623,concise,0.0733706061878512
deconstructionist,50,0.42631063472633585,0.795913514163759,0.42631063472633585,0.1407931482142644,speculative,0.795913514163759,concise,0.13046188580413018
sardonic,50,0.42154538603631714,0.8457746352904882,-0.40372943503421505,0.21675610995982825,entertaining,0.26568482051024567,patient,-0.8457746352904882
spontaneous,50,0.42062320898320693,1.1823792810502805,0.41528831737253147,0.25713765933294147,narrative,1.1823792810502805,data_driven,-0.10416272034247716
moderate,50,0.419522896299468,0.8415485684936111,0.40826201814487073,0.23028861420982052,methodical,0.8415485684936111,entertaining,-0.16054156664255503
concise,50,0.4160881024878914,0.7276385782493485,-0.4160881024878914,0.1518086222371974,concise,-0.11532026156783104,verbose,-0.7276385782493485
subversive,50,0.41087341846306,0.9802160689400302,0.40553973454182896,0.22257373880498388,pessimistic,0.9802160689400302,data_driven,-0.1333420980307791
dramatic,50,0.4072934499512953,1.4148530897341276,0.4072934499512953,0.26053401587692737,narrative,1.4148530897341276,data_driven,0.05515755961338679
environmental,50,0.40571653592874957,0.7701620143887243,0.40571653592874957,0.15797158880160136,narrative,0.7701620143887243,concise,0.08516639615258863
narrative,50,0.40198182774766444,1.0172475121523206,0.39754063789895006,0.2222749638784036,narrative,1.0172475121523206,data_driven,-0.11102974621786012
spiritual,50,0.39526551773011315,1.2902453137007919,0.3936036503963301,0.2598573618693643,inspirational,1.2902453137007919,data_driven,-0.04154668334457609
forgiving,50,0.3920037179018577,0.7454020604491234,0.3912928897134648,0.15211610426295627,humble,0.7454020604491234,data_driven,-0.017770704709821276
irreverent,50,0.3899462554929514,0.7972772040882626,-0.3538124786181915,0.25509249448990323,entertaining,0.413689635895394,methodical,-0.7972772040882626
naive,50,0.3858706505686353,0.8263196990721755,-0.382832673951141,0.20037268696991864,playful,0.04901998751872295,analytical,-0.8263196990721755
stream_of_consciousness,50,0.38366092583774064,1.0611127026771243,0.37950717513334614,0.2322924957672765,narrative,1.0611127026771243,data_driven,-0.10310261034303242
epicurean,50,0.38322346260980156,1.0017989726835175,0.38322346260980156,0.19662843604177588,narrative,1.0017989726835175,spontaneous,0.13798251689264648
skeptical,50,0.38002275274516506,0.8342615560524993,0.38002275274516506,0.1682794044405888,analytical,0.8342615560524993,playful,0.06089123338460922
innovative,50,0.3790223751161741,0.727646874817642,0.3790223751161741,0.13577690668242237,inspirational,0.727646874817642,concise,0.10684525630166454
materialist,50,0.37654389771009483,1.0670599035314612,-0.37239343385416596,0.23253722886309972,data_driven,0.10376159639822112,inspirational,-1.0670599035314612
flexible,50,0.376404545437335,0.6676869940113377,0.376404545437335,0.15763553817880144,methodical,0.6676869940113377,pessimistic,0.0495912196735541
dispassionate,50,0.37483983999897136,1.0334139293745945,-0.35391722920946683,0.2791957948047366,data_driven,0.3350493080086178,narrative,-1.0334139293745945
sycophantic,50,0.37353140574612836,0.8660952629227388,0.3669436015958782,0.2019476537051123,narrative,0.8660952629227388,data_driven,-0.12512826547026634
critical,50,0.37304960919494895,0.7057003031827902,0.37304960919494895,0.14050623183248928,narrative,0.7057003031827902,concise,0.11709334749367929
wry,50,0.36807421912561705,0.7953858528381739,-0.3494537575219613,0.20109488086677307,entertaining,0.28523833042866475,patient,-0.7953858528381739
abstract,50,0.36365238034467956,0.8801046713358827,0.36365238034467956,0.2433814396338352,verbose,0.8801046713358827,collaborative,0.03055103405101879
animated,50,0.36046539391671195,1.0161690837458561,0.36046539391671195,0.18374402337599602,narrative,1.0161690837458561,factual,0.09080442372295591
emotional,50,0.3589149075987519,0.9276083647028396,0.3226487690223345,0.2880327079661053,narrative,0.9276083647028396,data_driven,-0.35500752760304344
libertarian,50,0.35847201211700197,0.8807641932287732,-0.34514289165118284,0.22463515209318724,playful,0.12138682926023328,methodical,-0.8807641932287732
mystical,50,0.35714870055185033,1.2620033621788025,0.3500275258190062,0.2648452543027259,narrative,1.2620033621788025,data_driven,-0.14370056655671862
flippant,50,0.35066726597542497,0.7979642370262662,-0.3031441779743631,0.27033262318853474,entertaining,0.4268132045462325,methodical,-0.7979642370262662
meditative,50,0.3497812699645478,1.0725016404648084,0.3497812699645478,0.2340385342326274,inspirational,1.0725016404648084,problem_solving,0.011071207555564674
resilient,50,0.3481518715197525,0.6576592889991967,0.3400959182067662,0.18515177098640698,methodical,0.6576592889991967,entertaining,-0.1670512766451449
agreeable,50,0.34752861167657323,0.6667926223614277,0.34512339330732134,0.1476174918282126,patient,0.6667926223614277,entertaining,-0.060130459231299324
conciliatory,50,0.34082027551300337,0.7027526528407366,0.33120813266152527,0.1875455677036569,patient,0.7027526528407366,entertaining,-0.17340803951830477
bitter,50,0.34051658462050227,0.7217050622671078,-0.3193909304263744,0.20815482435109572,entertaining,0.3238163687087394,patient,-0.7217050622671078
goofy,50,0.3389839412555225,0.6911278866432808,-0.29974684398410345,0.23286873253464657,entertaining,0.4281179292781933,methodical,-0.6911278866432808
adventurous,50,0.3385603226953379,0.9518741514231708,0.3385603226953379,0.18429890002123886,inspirational,0.9518741514231708,factual,0.05987105042570167
hostile,50,0.3375361196754863,0.6825316502497747,-0.32547738328436454,0.17585513514549939,entertaining,0.22775058810775345,patient,-0.6825316502497747
cruel,50,0.33699885831412096,0.6265061085040753,-0.33699885831412096,0.14006776183575465,entertaining,-0.022102732916136045,patient,-0.6265061085040753
conscientious,50,0.33661397392379067,0.8069515171888713,0.2992523537722105,0.2602946271097809,methodical,0.8069515171888713,entertaining,-0.3236609197951652
dogmatic,50,0.327549246605589,0.6505836368434958,-0.3232360917084147,0.1700215316765499,entertaining,0.08744108193629496,analytical,-0.6505836368434958
playful,50,0.32249835695263257,0.8776819987876995,0.31938064905110175,0.18020921041329432,entertaining,0.8776819987876995,data_driven,-0.07794269753826989
bombastic,50,0.3134430726623699,1.2345336314878965,0.3134430726623699,0.24941846885708827,narrative,1.2345336314878965,practical,0.004960017071829902
enigmatic,50,0.31244516508952186,1.2294123776649173,0.30930907167171845,0.23804305648474827,narrative,1.2294123776649173,factual,-0.03240253196822272
neurotic,50,0.3117957664748988,0.6395601388570424,-0.29287992055832524,0.19088015786487197,entertaining,0.23617885402730993,methodical,-0.6395601388570424
traditional,50,0.3087320595284948,0.691706853541168,-0.3087320595284948,0.11920147264835122,concise,-0.05553990097776536,inspirational,-0.691706853541168
poetic,50,0.30854232154425915,1.1897395253181458,0.3072178079234587,0.2294907641034605,narrative,1.1897395253181458,factual,-0.02295140756501092
challenging,50,0.3085420559445577,0.5857558033118645,0.307984663149214,0.11459602565232968,speculative,0.5857558033118645,optimistic,-0.01393481988359142
reverent,50,0.3002256983633207,0.7621921772758166,0.2515400372038385,0.256875172682079,verbose,0.7621921772758166,entertaining,-0.34738387771554896
temperamental,50,0.298653024286514,0.6167561213175455,-0.2681502358932191,0.20526506292088717,entertaining,0.3578995401794846,patient,-0.6167561213175455
solemn,50,0.29570347900795796,0.7462568485902416,0.21027605681474548,0.29846134988081313,verbose,0.7462568485902416,entertaining,-0.5368172220281653
understated,50,0.2943627039640139,0.8770600000494405,-0.29261606663690753,0.19373345599825734,spontaneous,0.043665933177659384,narrative,-0.8770600000494405
accommodating,50,0.2937722129320974,0.6021686796400998,0.2937722129320974,0.12435206249341271,humble,0.6021686796400998,formal,0.04602851779074282
sarcastic,50,0.29263673540391255,0.6976725229850183,-0.26820068063324076,0.192782348371298,entertaining,0.32462630722973795,patient,-0.6976725229850183
gregarious,50,0.2861423136030689,0.699164367608122,0.28321561823720687,0.17928203021583525,entertaining,0.699164367608122,data_driven,-0.06397757596439785
relativist,50,0.28582985040103964,0.7067450682322184,0.2781530963390232,0.16862485161817617,pessimistic,0.7067450682322184,data_driven,-0.10868209414184093
romantic,50,0.28159040228670407,1.2072698858223463,0.2681605313975316,0.2553029268143051,narrative,1.2072698858223463,factual,-0.10615138212839763
sassy,50,0.28038493481553356,0.5859640148969797,-0.25456971439031706,0.18632003489028104,entertaining,0.3548660294429676,patient,-0.5859640148969797
empathetic,50,0.2796247339648471,0.7198564410209656,0.17035767069933092,0.2945863706983612,humble,0.7198564410209656,data_driven,-0.5249384683039453
chaotic,50,0.2793121425245868,0.6237482497174489,0.2793121425245868,0.12379739232387058,narrative,0.6237482497174489,problem_solving,0.0737958671273412
futuristic,50,0.27914883119419587,0.5511103694637617,0.2772721535570312,0.1271071835644818,verbose,0.5511103694637617,humble,-0.04691694092911643
edgy,50,0.2756650296811008,0.6147524974285028,-0.2277789882473769,0.22734429426918956,entertaining,0.4612162999204687,patient,-0.6147524974285028
diplomatic,50,0.2730391922624634,0.5857548842558989,0.2351210039900032,0.21182449830079783,methodical,0.5857548842558989,entertaining,-0.36423399238973053
anxious,50,0.2718241119005308,0.5465534409961185,-0.2585313216509217,0.16341344669869706,entertaining,0.18797762007326693,methodical,-0.5465534409961185
callous,50,0.27023855127743535,0.5668431422428081,-0.27023855127743535,0.13188084017651747,data_driven,-0.02411502268579271,empathetic,-0.5668431422428081
savage,50,0.268552265589687,0.6262707534508828,-0.25910787022618653,0.1508429131478315,entertaining,0.1547578242984978,patient,-0.6262707534508828
conceptual,50,0.26829475371840517,0.7614981359557101,0.2603071815063757,0.22840384168209157,narrative,0.7614981359557101,collaborative,-0.08616206935934119
detached,50,0.26626248736689623,0.710827999018334,-0.17589378855304752,0.2752917498065906,data_driven,0.4415295860833592,inspirational,-0.710827999018334
ethereal,50,0.2644180800981918,1.2608720573939776,0.25484418650728036,0.257825887631637,narrative,1.2608720573939776,factual,-0.09808539847532909
calm,50,0.2640409949909301,0.5882916386063034,0.22384463262308657,0.21182265498815614,methodical,0.5882916386063034,entertaining,-0.3958010238570136
casual,50,0.26355582727020194,0.7350729311767378,-0.15422614686928704,0.29409420411003184,entertaining,0.5345796902437467,educational,-0.7350729311767378
extroverted,50,0.26230786979425263,0.6760104145552661,0.26230786979425263,0.12253931839924309,inspirational,0.6760104145552661,traditional,0.08043097768511091
formal,50,0.25966036354912025,0.7010386633245569,0.15833187313459562,0.28669517943716627,educational,0.7010386633245569,entertaining,-0.5208256969580779
essentialist,50,0.2584392497935927,0.404049258377101,-0.2584392497935927,0.07584251015266502,confident,-0.044605018319310366,collaborative,-0.404049258377101
visceral,50,0.25458968490366296,0.641711014840338,-0.20681779021991545,0.230346134450207,entertaining,0.37414092469859767,analytical,-0.641711014840338
cryptic,50,0.2528927388060673,1.137432765803839,0.2492721684090538,0.22990105104045444,narrative,1.137432765803839,practical,-0.03648141688770718
acerbic,50,0.25263456866487854,0.6718197014087286,-0.232876999794752,0.17098479828493654,entertaining,0.25097672037176183,patient,-0.6718197014087286
passionate,50,0.24760073970699867,0.9167670333071759,0.22877295914026236,0.2244209371757243,narrative,0.9167670333071759,data_driven,-0.19590619537565443
iconoclastic,50,0.24589889422282216,0.6152408268106612,0.2453436434492634,0.1462097430813464,narrative,0.6152408268106612,optimistic,-0.013881269338968638
decisive,50,0.24430469752695225,0.5412887040827725,-0.2365074991884007,0.15003932089407845,data_driven,0.16446348859204185,humble,-0.5412887040827725
esoteric,50,0.239276980188307,0.7369557250487176,0.21803401716005788,0.2189748576089719,narrative,0.7369557250487176,humble,-0.1889101798469956
dominant,50,0.23884435406987595,0.7277057878673077,0.1765401112209528,0.24057148426728525,analytical,0.7277057878673077,anxious,-0.24892589163321716
serious,50,0.23753792389880007,0.6497791715570398,0.10336431503220204,0.2869309059001643,educational,0.6393995857552478,entertaining,-0.6497791715570398
ironic,50,0.23095971546149952,0.556158259893075,-0.17253745685653007,0.22143361440957565,entertaining,0.5085016521247657,patient,-0.556158259893075
universalist,50,0.22895007747025853,0.3930010048624797,-0.22895007747025853,0.07467641277690061,playful,-0.09652335015503136,patient,-0.3930010048624797
stoic,50,0.22822442282470776,0.6413844223651621,0.1167027906268614,0.2626440106649048,analytical,0.6413844223651621,entertaining,-0.517912600491498
melodramatic,50,0.22806951587671911,1.1046199978966462,0.2183816492819244,0.22714407506738,narrative,1.1046199978966462,collaborative,-0.07003642417289116
pedantic,50,0.22441435759810102,0.6471087637150453,0.20594503797480754,0.20301423239893837,verbose,0.6471087637150453,humble,-0.17943891903033127
manic,50,0.21816807988734863,0.5172737323575549,-0.1720948782404118,0.19470364905700016,entertaining,0.4521489771636757,analytical,-0.5172737323575549
condescending,50,0.21657566407524648,0.6088912567576846,0.19490308946529042,0.17116134859041202,entertaining,0.6088912567576846,data_driven,-0.20287567004561424
ritualistic,50,0.20871008268119373,0.5932071212875215,0.09122348892216431,0.2553809502092304,educational,0.5932071212875215,entertaining,-0.3759955067086864
inquisitive,50,0.20851124970535576,0.5486727760810601,-0.17286483206717068,0.18812972929639218,spontaneous,0.2065555578783939,educational,-0.5486727760810601
impatient,50,0.20799137673511653,0.5258033340041702,-0.17344517789109604,0.18019661005589205,entertaining,0.29007238391283396,methodical,-0.5258033340041702
militant,50,0.20470643026777655,0.500647946810111,-0.17824183917278996,0.15819990329666106,entertaining,0.24466703066954743,patient,-0.500647946810111
assertive,50,0.19828275778285345,0.6124192195895471,0.19801057991165696,0.12031556257083834,narrative,0.6124192195895471,concise,-0.006804446779912518
chill,50,0.19811227232386114,0.5049424251994571,0.19099315025383323,0.13038381078228586,humble,0.5049424251994571,confident,-0.07547685423412838
optimistic,50,0.19645949812623303,0.5739197485350274,0.17761383699170522,0.1462731500684199,optimistic,0.5739197485350274,pessimistic,-0.14704926187793413
disorganized,50,0.19639617642229104,0.5701402937238281,-0.10845732517515408,0.22419606356089694,entertaining,0.5045520518277142,methodical,-0.5701402937238281
fatalistic,50,0.19510021883212939,0.7945697858537498,0.16361823065222644,0.19876470928933432,narrative,0.7945697858537498,practical,-0.16157027561631468
zealous,50,0.19282975861098925,0.7991227515433964,0.12770123050341023,0.22069371220250877,narrative,0.7991227515433964,data_driven,-0.27292977770169574
radical,50,0.19166122313235603,0.5310520670915905,0.19047894404729282,0.11803909491682667,narrative,0.5310520670915905,concise,-0.022158454743123824
paranoid,50,0.18835256263612485,0.5520840214716422,-0.09086672643352699,0.2266766317820443,entertaining,0.5520840214716422,data_driven,-0.5035244590706296
socratic,50,0.18678863587299083,0.4700568749292477,-0.12880773736862453,0.1873717518816175,pessimistic,0.2773956141124169,methodical,-0.4700568749292477
mercurial,50,0.18539089415289098,0.6669570956681226,-0.029725705349924216,0.23876251954252722,entertaining,0.6669570956681226,analytical,-0.4620031045956744
theoretical,50,0.1829827130957797,0.5798713119907511,0.13698049154000239,0.20609716440456788,verbose,0.5798713119907511,humble,-0.1923161334282643
experiential,50,0.17963668633558327,0.49939627945423126,-0.14966016332653842,0.1636622054659429,entertaining,0.24944020203641942,verbose,-0.49939627945423126
flirty,50,0.1786351191889585,0.7129700256360544,0.14514642399803201,0.18950955220089777,entertaining,0.7129700256360544,factual,-0.15668215685420567
witty,50,0.17467646403764697,0.7516089540881079,0.13037606224862325,0.1958968180867574,entertaining,0.7516089540881079,factual,-0.19151968095037672
idealistic,50,0.17306204742356138,0.758018466870527,0.16468647561863886,0.16660248237248834,inspirational,0.758018466870527,concise,-0.06159487510881116
misanthropic,50,0.16910927608681253,0.48243548902305394,-0.0759459008133705,0.19561591674648957,entertaining,0.48243548902305394,patient,-0.4010720635071779
accessible,50,0.16820572806862422,0.5194485630426142,-0.10111683056523126,0.19617624494307243,humble,0.3147413968234449,verbose,-0.5194485630426142
existentialist,50,0.16817788337116427,0.601871258705049,0.12567621973217244,0.17245334623120961,inspirational,0.601871258705049,data_driven,-0.29065170759956044
judgmental,50,0.16442817533162848,0.4564956594736148,-0.13418539262016282,0.1443922697654518,entertaining,0.26970887103596247,patient,-0.4564956594736148
humble,50,0.1626475363104052,0.5007752944764338,-0.1299082442160796,0.16771587384826972,anxious,0.15615647114240205,narrative,-0.5007752944764338
confrontational,50,0.16043451389749713,0.4423837740170328,0.01830846692378702,0.201451158176286,educational,0.4423837740170328,spontaneous,-0.3275765880550209
hedonistic,50,0.1541091905918193,0.5629566223234743,-0.039257599339623146,0.19741653031684941,entertaining,0.5629566223234743,analytical,-0.45201807536391747
utilitarian,50,0.15313580392205517,0.5002871611052089,0.08622270598432992,0.18401586280278476,data_driven,0.5002871611052089,pessimistic,-0.41420050089557964
urgent,50,0.14944344030403103,0.39266042572420995,-0.057025237416837946,0.1662166318061892,analytical,0.296099784059657,humble,-0.39266042572420995
pluralist,50,0.14434578504088966,0.4022068006766809,0.13153087079311876,0.1072777207764324,inspirational,0.4022068006766809,entertaining,-0.12777059746755137
arrogant,50,0.1421416766547919,0.5349745115167216,0.05796016479814299,0.17296625535405283,narrative,0.5349745115167216,patient,-0.2179670016735028
effusive,50,0.14151255710196006,0.5423456688184995,0.026432294145634114,0.18233286801172777,entertaining,0.5423456688184995,methodical,-0.2578978087451007
nihilistic,50,0.13835714592715057,0.5148779618504801,0.04915172308036112,0.16876379292715346,narrative,0.5148779618504801,patient,-0.2439611154871109
competitive,50,0.13542895935101343,0.5490794789634252,0.09167757872970451,0.14512797591588866,narrative,0.5490794789634252,humble,-0.21958968284967784
passive_aggressive,50,0.13442592101001685,0.4878457253043716,-0.036991423299453235,0.175141964808665,entertaining,0.4878457253043716,factual,-0.36471163895395065
deterministic,50,0.131200963403397,0.42713307922607974,0.0922796174568016,0.13638801747979296,narrative,0.42713307922607974,humble,-0.29372690084415515
mischievous,50,0.12900541470625748,0.6702597866187224,0.052286021032169894,0.17420493312225963,entertaining,0.6702597866187224,patient,-0.2911383310953776
problem_solving,50,0.12814183229616605,0.4574592375299997,0.06625716660807796,0.16380780394404867,data_driven,0.4574592375299997,pessimistic,-0.37981198231379193
contemporary,50,0.1277664647354295,0.4611815965097201,-0.08471630205310086,0.14709640902741994,practical,0.15843210948838127,narrative,-0.4611815965097201
nostalgic,50,0.1261363081339213,0.47420129728944677,0.04617633411300756,0.15519019335642842,narrative,0.47420129728944677,analytical,-0.21573548681206173
melancholic,50,0.1251288869635946,0.5409725528014334,0.0007589617153830375,0.16357328574084903,narrative,0.5409725528014334,optimistic,-0.3047565745340811
petty,50,0.121766110497809,0.6103942194267323,0.0825107418003057,0.14247158556823522,narrative,0.6103942194267323,collaborative,-0.2044257360535699
ascetic,50,0.12116509898828287,0.348029207337547,0.08039869298400813,0.12696915886753335,inspirational,0.348029207337547,entertaining,-0.19196331138546402
pessimistic,50,0.11759732639401549,0.4002950441192936,-0.06352683651978547,0.13440599978108406,pessimistic,0.286568284034729,optimistic,-0.4002950441192936
patient,50,0.1165609636070009,0.31645792134498296,-0.10720652044082023,0.09001868826795834,optimistic,0.08777912806820225,narrative,-0.31645792134498296
secular,50,0.11443751016912188,0.5375220441334957,-0.06527755772555266,0.14576965470021225,data_driven,0.16141660842630598,inspirational,-0.5375220441334957
collaborative,50,0.11315283990330309,0.3094824343114286,0.10592337724732674,0.09273188714985889,inclusive,0.3094824343114286,pessimistic,-0.06662174055559768
convergent,50,0.10769699116976188,0.3001465422881616,-0.07800107467189567,0.10480619341297885,confident,0.1575795772510606,inspirational,-0.3001465422881616
historical,50,0.10648507993688085,0.33897771647101954,0.052864060207135195,0.12758975345284604,narrative,0.33897771647101954,factual,-0.17364736398061117
pacifist,50,0.10520929574158706,0.3168303130401505,0.021595524117468096,0.13231225536236976,pessimistic,0.3168303130401505,data_driven,-0.26809719163510537
confident,50,0.10168149480942387,0.3988248210792479,0.03394650669334053,0.12754790898984283,narrative,0.3988248210792479,humble,-0.20941050008342071
cynical,50,0.09737037316546879,0.3951836784143706,-0.04021139319915647,0.12659040134125812,entertaining,0.33870530430529566,inspirational,-0.3951836784143706
collectivistic,50,0.07414143522011392,0.21746958730121455,-0.008833437616994335,0.08814162100475234,data_driven,0.16847282275557518,pessimistic,-0.21746958730121455
progressive,50,0.06362328890117687,0.23891867737512332,-0.024998012983494706,0.07806735011988622,inspirational,0.23891867737512332,collaborative,-0.16839250680562612
