axis,direction,rank,trait,count,mean_delta,min_delta,max_delta
bitter,positive,4,entertaining,10,0.15289883613586425,-0.19171762466430664,0.356273889541626
bitter,negative,1,nurturing,10,-0.32607758045196533,-0.6680359840393066,0.07776474952697754
bitter,negative,2,socratic,10,-0.32546310424804686,-0.573082685470581,0.08648848533630371
bitter,negative,3,formal,10,-0.3220999717712402,-0.4245138168334961,-0.25415492057800293
bitter,negative,4,quantitative,10,-0.2676855087280273,-0.5288710594177246,-0.01684427261352539
bombastic,positive,1,interdisciplinary,10,0.39459720253944397,0.018487513065338135,0.8228580951690674
bombastic,positive,2,speculative,10,0.29800058007240293,-0.12133505940437317,0.6660896241664886
bombastic,positive,3,theoretical,10,0.28151528239250184,0.008525669574737549,0.49380815029144287
bombastic,positive,4,metaphorical,10,0.24497030973434447,0.06586998701095581,0.4202916622161865
bombastic,negative,1,skeptical,10,-0.2200862407684326,-0.5193376541137695,0.3516520857810974
bombastic,negative,2,humble,10,-0.21747269630432128,-0.3696269392967224,-0.023624897003173828
bombastic,negative,3,curious,10,-0.2084834337234497,-0.3711298108100891,-0.05709409713745117
bombastic,negative,4,empathetic,10,-0.192284095287323,-0.41564393043518066,0.04406231641769409
callous,positive,1,assertive,10,0.2503808379173279,-0.08542931079864502,0.5373046398162842
callous,positive,2,decisive,10,0.159893000125885,-0.08467674255371094,0.33831286430358887
callous,positive,3,specialized,10,0.09992890357971192,-0.031236767768859863,0.29410117864608765
callous,positive,4,challenging,10,0.0886519193649292,-0.06871438026428223,0.22804713249206543
callous,negative,1,generalist,10,-0.3398039221763611,-0.6271177530288696,0.03427964448928833
callous,negative,2,anxious,10,-0.3165100574493408,-0.5544555187225342,0.14688348770141602
callous,negative,3,nurturing,10,-0.31485350131988527,-0.5643290281295776,-0.08283329010009766
callous,negative,4,narrative,10,-0.3088147521018982,-0.6195769309997559,-0.03997981548309326
calm,positive,1,socratic,10,0.3506161212921143,-0.13096284866333008,0.7418758869171143
calm,positive,2,formal,10,0.3204585075378418,0.2631797790527344,0.355210542678833
calm,positive,3,serious,10,0.24919989109039306,-0.14670419692993164,0.45489799976348877
calm,positive,4,verbose,10,0.23791346549987794,-0.0473933219909668,0.5926909446716309
calm,negative,1,skeptical,10,-0.3885483264923096,-0.8716599941253662,0.060808658599853516
calm,negative,2,entertaining,10,-0.22763538360595703,-0.4098048210144043,0.0037636756896972656
calm,negative,3,flexible,10,-0.2156728982925415,-0.67894446849823,0.22577929496765137
calm,negative,4,qualitative,10,-0.20920186042785643,-0.7755000591278076,0.17375850677490234
casual,positive,1,skeptical,10,1.1459262490272522,0.35324668884277344,2.1309542059898376
casual,positive,2,entertaining,10,0.7928005933761597,0.13801848888397217,1.2630993723869324
casual,positive,3,empathetic,10,0.7523980855941772,-0.2414999008178711,2.354977250099182
casual,positive,4,anxious,10,0.708744478225708,0.05150318145751953,1.486710786819458
casual,negative,1,formal,10,-0.4309370994567871,-0.9287524223327637,-0.22449874877929688
casual,negative,2,socratic,10,-0.41221985816955564,-1.5515270233154297,0.2752647399902344
casual,negative,3,concise,10,-0.34823793172836304,-1.3445767760276794,0.08234071731567383
casual,negative,4,verbose,10,-0.32714099884033204,-0.927363395690918,-0.0044252872467041016
challenging,positive,1,speculative,10,0.5598975986242294,0.44967174530029297,0.7327664494514465
challenging,positive,2,quantitative,10,0.41604976952075956,-0.05431795120239258,0.7532285749912262
challenging,positive,3,interdisciplinary,10,0.40269026160240173,0.026416122913360596,1.0711915493011475
challenging,positive,4,challenging,10,0.40127731263637545,0.0756186842918396,0.7854534685611725
challenging,negative,1,decisive,10,-0.09041250050067902,-0.4104510396718979,0.3000536262989044
challenging,negative,2,reductionist,10,-0.041888868808746337,-0.1549587845802307,0.13017559051513672
challenging,negative,3,factual,10,-0.030819123983383177,-0.21552854776382446,0.3284134864807129
challenging,negative,4,agreeable,10,-0.026139906048774718,-0.26154549419879913,0.1580149531364441
chaotic,positive,1,speculative,10,0.4565632104873657,0.16731619834899902,0.6570422053337097
chaotic,positive,2,metaphorical,10,0.4059459924697876,0.06795081496238708,0.6726320087909698
chaotic,positive,3,skeptical,10,0.34743037819862366,-0.008486628532409668,0.5447744727134705
chaotic,positive,4,entertaining,10,0.3446101427078247,-0.2023877501487732,0.6779287457466125
chaotic,negative,1,assertive,10,-0.08164605498313904,-0.32224810123443604,0.16921201348304749
chaotic,negative,2,factual,10,-0.0687061905860901,-0.30846476554870605,0.1588219702243805
chaotic,negative,3,decisive,10,-0.050994038581848145,-0.26448380947113037,0.412318617105484
chaotic,negative,4,traditional,10,-0.03450934886932373,-0.5037318468093872,0.29802265763282776
charismatic,positive,1,nurturing,10,0.344879586994648,0.026820510625839233,0.6892548501491547
charismatic,positive,2,metaphorical,10,0.31135146915912626,-0.18362164497375488,0.655491828918457
charismatic,positive,3,generalist,10,0.29646568968892095,0.18234318494796753,0.42667633295059204
charismatic,positive,4,holistic,10,0.289509978890419,0.11256399750709534,0.5673443675041199
charismatic,negative,1,decisive,10,-0.0960877850651741,-0.47903287410736084,0.13145661354064941
charismatic,negative,2,reductionist,10,-0.06218164414167404,-0.2888781428337097,0.035684309899806976
charismatic,negative,3,assertive,10,-0.05040908008813858,-0.4062199294567108,0.2614474892616272
charismatic,negative,4,specialized,10,-0.04399765133857727,-0.20022600889205933,0.17869359254837036
chill,positive,1,generalist,10,0.4346473693847656,0.042160749435424805,0.7213355302810669
chill,positive,2,anxious,10,0.40767865180969237,-0.17051029205322266,0.7225333452224731
chill,positive,3,empathetic,10,0.3672723531723022,-0.058995723724365234,0.7517989873886108
chill,positive,4,pessimistic,10,0.3574716567993164,-0.04444324970245361,0.7229351997375488
chill,negative,1,assertive,10,-0.14489692449569702,-0.37442344427108765,0.06395912170410156
chill,negative,2,data_driven,10,-0.059247589111328124,-0.3896944522857666,0.26061320304870605
chill,negative,3,optimistic,10,-0.05403060913085937,-0.3163924217224121,0.14239060878753662
chill,negative,4,interdisciplinary,10,-0.05396568775177002,-0.5177942514419556,0.19858860969543457
circumspect,positive,1,speculative,10,0.44614138156175615,0.29959940910339355,0.6390254497528076
circumspect,positive,2,pessimistic,10,0.30264405012130735,-0.16341423988342285,1.0791988968849182
circumspect,positive,3,socratic,10,0.2756365403532982,0.030172526836395264,0.641653835773468
circumspect,positive,4,analytical,10,0.24511077404022216,0.038249313831329346,0.6577295064926147
circumspect,negative,1,assertive,10,-0.37378446012735367,-0.7533632069826126,-0.02198532223701477
circumspect,negative,2,decisive,10,-0.24655569046735765,-0.6213917061686516,0.20925498008728027
circumspect,negative,3,independent,10,-0.15773915648460388,-0.2641158699989319,-0.004556000232696533
circumspect,negative,4,optimistic,10,-0.10884186327457428,-0.3228071630001068,0.09043669700622559
closure_seeking,positive,1,assertive,10,0.19938127994537352,-0.12701082229614258,0.5519635677337646
closure_seeking,positive,2,specialized,10,0.07972283363342285,-0.274430513381958,0.5297069549560547
closure_seeking,positive,3,traditional,10,0.06076488494873047,-0.20583391189575195,0.3154416084289551
closure_seeking,positive,4,independent,10,0.055870890617370605,-0.14477574825286865,0.33058691024780273
closure_seeking,negative,1,pessimistic,10,-0.6449450969696044,-1.7797901630401611,-0.1429131031036377
closure_seeking,negative,2,metaphorical,10,-0.5319438457489014,-0.8887584209442139,0.16794085502624512
closure_seeking,negative,3,speculative,10,-0.48052666187286375,-0.9518038034439087,0.0030815601348876953
closure_seeking,negative,4,skeptical,10,-0.40950536727905273,-0.9137701988220215,0.46535468101501465
collaborative,positive,1,inspirational,10,0.19621398001909257,-0.3227712959051132,0.9630714878439903
collaborative,positive,2,theoretical,10,0.13787676841020585,-0.1793968677520752,0.39579734951257706
collaborative,positive,3,socratic,10,0.13109810799360275,0.03239870071411133,0.27904462814331055
collaborative,positive,4,quantitative,10,0.13032197058200837,-0.3565281927585602,0.41836899518966675
collaborative,negative,1,assertive,10,-0.25934598222374916,-0.621689647436142,-0.053564488887786865
collaborative,negative,2,methodical,10,-0.19635044559836387,-0.5278902053833008,0.08307293057441711
collaborative,negative,3,decisive,10,-0.14992814511060715,-0.5681904852390289,0.07952587306499481
collaborative,negative,4,empathetic,10,-0.14324743524193764,-0.7193278968334198,0.16325786709785461
collectivistic,positive,1,conscientious,10,0.03706459701061249,-0.08178407698869705,0.22313103079795837
collectivistic,positive,2,spontaneous,10,0.024448058754205703,-0.07850144803524017,0.21428875252604485
collectivistic,positive,3,big_picture,10,0.01794775724411011,-0.2668028473854065,0.12263347208499908
collectivistic,positive,4,formal,10,0.015751858800649644,-0.11112342774868011,0.13293873518705368
collectivistic,negative,1,metaphorical,10,-0.24010320603847504,-0.5303776115179062,-0.021406084299087524
collectivistic,negative,2,intuitive,10,-0.21198956668376923,-0.466586098074913,0.008790001273155212
collectivistic,negative,3,exploratory,10,-0.17905477583408355,-0.44370271265506744,-0.0009505003690719604
collectivistic,negative,4,pessimistic,10,-0.17659582421183587,-0.27395907789468765,-0.018416672945022583
competitive,positive,1,interdisciplinary,10,0.2161413848400116,-0.11505135893821716,1.0093587636947632
competitive,positive,2,concise,10,0.15129975378513336,-0.0670880675315857,0.2812328338623047
competitive,positive,3,speculative,10,0.13821644932031632,-0.19145889580249786,0.5650680437684059
competitive,positive,4,metaphorical,10,0.13073173761367798,-0.23995786905288696,0.30408775806427
competitive,negative,1,humble,10,-0.23752375543117524,-0.41960714757442474,-0.1120271384716034
competitive,negative,2,generalist,10,-0.15328605771064757,-0.4447256028652191,0.26789116859436035
competitive,negative,3,extroverted,10,-0.14705984890460969,-0.3714708238840103,0.005122244358062744
competitive,negative,4,curious,10,-0.1450510084629059,-0.2201601266860962,-0.01626160740852356
conceptual,positive,1,theoretical,10,0.5769367098808289,0.22882509231567383,1.0617235898971558
conceptual,positive,2,speculative,10,0.4252043843269348,-0.07001149654388428,0.9477978348731995
conceptual,positive,3,holistic,10,0.32820320725440977,-0.09437096118927002,0.6726800203323364
conceptual,positive,4,formal,10,0.3253434240818024,0.24682092666625977,0.4603841304779053
conceptual,negative,1,entertaining,10,-0.2858635485172272,-0.5178270936012268,-0.1013636589050293
conceptual,negative,2,skeptical,10,-0.2710829615592957,-0.7734274864196777,0.5393990278244019
conceptual,negative,3,curious,10,-0.21338319778442383,-0.45796310901641846,0.1366410255432129
conceptual,negative,4,assertive,10,-0.1979183077812195,-0.6203296184539795,0.3344607949256897
conciliatory,positive,1,nurturing,10,0.32314434051513674,-0.012263298034667969,0.6087632179260254
conciliatory,positive,2,inclusive,10,0.22102880477905273,-0.1438744068145752,0.5221216678619385
conciliatory,positive,3,generalist,10,0.21954879760742188,-0.4070167541503906,0.8848192691802979
conciliatory,positive,4,formal,10,0.209366512298584,0.10129284858703613,0.4181842803955078
conciliatory,negative,1,skeptical,10,-0.2605379581451416,-0.7024271488189697,0.1361832618713379
conciliatory,negative,2,confident,10,-0.20984022617340087,-0.351983904838562,0.08118772506713867
conciliatory,negative,3,qualitative,10,-0.17533817291259765,-0.4872608184814453,0.16229677200317383
conciliatory,negative,4,exploratory,10,-0.1126209020614624,-0.3730107545852661,0.006923198699951172
concise,positive,1,assertive,10,0.6609425067901611,-0.11620450019836426,1.3957213163375854
concise,positive,2,decisive,10,0.4740165710449219,0.10605573654174805,1.3100004196166992
concise,positive,3,casual,10,0.22739758491516113,-0.14281320571899414,0.5205492973327637
concise,positive,4,entertaining,10,0.22657251358032227,-0.11943411827087402,0.4921088218688965
concise,negative,1,interdisciplinary,10,-0.3374257802963257,-0.6618956327438354,0.05366158485412598
concise,negative,2,analytical,10,-0.2858552932739258,-0.376389741897583,-0.10825634002685547
concise,negative,3,speculative,10,-0.2822786569595337,-0.642212986946106,0.019980669021606445
concise,negative,4,theoretical,10,-0.25846076011657715,-0.4761514663696289,-0.10593938827514648
condescending,positive,1,skeptical,10,0.6705691337585449,0.20579969882965088,1.1561578512191772
condescending,positive,2,anxious,10,0.6017509698867798,0.2723069190979004,1.0147500038146973
condescending,positive,3,pessimistic,10,0.6008285522460938,0.30083727836608887,1.0068447589874268
condescending,positive,4,entertaining,10,0.5563112258911133,0.2548556327819824,0.8835703730583191
condescending,negative,1,contemporary,10,-0.07150888442993164,-0.4306168556213379,0.19975435733795166
condescending,negative,2,factual,10,-0.022185373306274413,-0.1397724151611328,0.06744241714477539
condescending,negative,3,concise,10,-0.019033360481262206,-0.2261793613433838,0.0970606803894043
condescending,negative,4,adaptable,10,-0.0069163799285888675,-0.1623474359512329,0.2345132827758789
confident,positive,1,verbose,10,0.18387059569358827,0.039995551109313965,0.42573946714401245
confident,positive,2,concise,10,0.17372859120368958,-0.01931440830230713,0.31202203035354614
confident,positive,3,assertive,10,0.16615672111511232,-0.05714684724807739,0.430908203125
confident,positive,4,optimistic,10,0.15503894686698913,-0.218683660030365,0.44763046503067017
confident,negative,1,skeptical,10,-0.4050244152545929,-0.5530488938093185,-0.07423970103263855
confident,negative,2,entertaining,10,-0.3209171980619431,-0.5833103954792023,0.0796576738357544
confident,negative,3,generalist,10,-0.2882642775774002,-0.6865264624357224,-0.04052954912185669
confident,negative,4,pessimistic,10,-0.2529923662543297,-0.7965766713023186,-0.0002675056457519531
confrontational,positive,1,contemporary,10,0.16818369626998902,-0.14536118507385254,0.5216116309165955
confrontational,positive,2,optimistic,10,0.14806296825408935,-0.14937114715576172,0.3589303493499756
confrontational,positive,3,concise,10,0.11763234138488769,-0.05962729454040527,0.3815370798110962
confrontational,positive,4,formal,10,0.08292427062988281,-0.12037158012390137,0.21766436100006104
confrontational,negative,1,skeptical,10,-0.6645325541496276,-0.947583794593811,-0.4562159776687622
confrontational,negative,2,entertaining,10,-0.4973972916603088,-0.667903482913971,-0.26451826095581055
confrontational,negative,3,anxious,10,-0.4580376982688904,-0.9986253380775452,0.14758038520812988
confrontational,negative,4,pessimistic,10,-0.4236812233924866,-0.7499426603317261,-0.19026410579681396
conscientious,positive,1,formal,10,0.31093878746032716,0.21208739280700684,0.4163997173309326
conscientious,positive,2,contemporary,10,0.3065693140029907,0.011401891708374023,0.6267679929733276
conscientious,positive,3,quantitative,10,0.29490060806274415,-0.10696697235107422,0.765692949295044
conscientious,positive,4,concise,10,0.29152379035949705,0.014904022216796875,1.0167300701141357
conscientious,negative,1,skeptical,10,-0.8445454359054565,-1.5224525928497314,-0.23219919204711914
conscientious,negative,2,entertaining,10,-0.5128496885299683,-0.8592957258224487,-0.1829366683959961
conscientious,negative,3,flexible,10,-0.4162273406982422,-1.5649597644805908,0.16328978538513184
conscientious,negative,4,anxious,10,-0.4098700523376465,-0.8862817287445068,-0.0001010894775390625
contemporary,positive,1,skeptical,10,0.2680551826953888,0.024306297302246094,0.5022536516189575
contemporary,positive,2,pessimistic,10,0.259309983253479,-0.07831454277038574,0.818609356880188
contemporary,positive,3,entertaining,10,0.2340685248374939,-0.15329068899154663,0.5192108154296875
contemporary,positive,4,curious,10,0.21921364068984986,0.07959508895874023,0.4519435167312622
contemporary,negative,1,theoretical,10,-0.34634130299091337,-0.722565770149231,-0.0671079158782959
contemporary,negative,2,verbose,10,-0.13211630135774613,-0.401245079934597,0.005049347877502441
contemporary,negative,3,socratic,10,-0.10728528201580048,-0.3676772117614746,0.23625493049621582
contemporary,negative,4,holistic,10,-0.09827134311199189,-0.27801942825317383,0.08879515528678894
contrarian,positive,1,metaphorical,10,0.5766747146844864,0.1263251006603241,1.0627635419368744
contrarian,positive,2,speculative,10,0.47088202834129333,0.10040169954299927,0.9062596261501312
contrarian,positive,3,pessimistic,10,0.43777074217796325,0.19400179386138916,0.7520141005516052
contrarian,positive,4,challenging,10,0.4162042200565338,0.07478594779968262,0.9120765924453735
contrarian,negative,1,independent,10,-0.0362338125705719,-0.27883976697921753,0.27153611183166504
contrarian,negative,2,factual,10,-0.01360170841217041,-0.15363162755966187,0.10962998867034912
contrarian,negative,3,patient,10,-0.013107973337173461,-0.29893794655799866,0.1447729468345642
contrarian,negative,4,traditional,10,0.013630467653274535,-0.08182299137115479,0.09755802154541016
convergent,positive,1,quantitative,10,0.5619620606303215,0.2330920696258545,1.0159215927124023
convergent,positive,2,assertive,10,0.4838948667049408,0.053193122148513794,0.9981276392936707
