axis,direction,rank,trait,count,mean_delta,min_delta,max_delta
animated,negative,4,concise,120,0.044624075790246326,-0.56751549243927,0.42517445981502533
anxious,positive,1,data_driven,100,0.36751222252845767,-0.5600202083587646,1.2660646438598633
anxious,positive,2,pessimistic,200,0.19246384739875794,-0.854794979095459,1.1898562908172607
anxious,positive,3,entertaining,100,0.177816219329834,-0.5757882595062256,1.6860581636428833
anxious,positive,4,skeptical,200,0.15454026579856872,-0.5520889759063721,0.8885889053344727
anxious,negative,1,optimistic,200,-0.12863702327013016,-3.003323584794998,0.5947415828704834
anxious,negative,2,formal,100,-0.12384566187858581,-1.005631923675537,0.4123563766479492
anxious,negative,3,inspirational,100,-0.1194787311553955,-1.0901155471801758,0.664830207824707
anxious,negative,4,inclusive,100,-0.10255105763673783,-2.628764182329178,0.6709432601928711
arrogant,positive,1,entertaining,100,0.4401016765832901,-0.2635018825531006,1.7217603921890259
arrogant,positive,2,speculative,100,0.379535099864006,-0.45165205001831055,1.5785725712776184
arrogant,positive,3,inspirational,100,0.3696442723274231,-0.3511655330657959,1.6294862031936646
arrogant,positive,4,pessimistic,200,0.36864798426628115,-0.9171124696731567,1.5131537318229675
arrogant,negative,1,accessible,100,0.06252280831336975,-0.48798954486846924,0.664330005645752
arrogant,negative,2,problem_solving,100,0.07029436469078064,-0.7359716892242432,1.0227103233337402
arrogant,negative,3,concise,120,0.07780014475186665,-0.6732890605926514,1.1883721351623535
arrogant,negative,4,practical,200,0.08039425134658813,-0.5753521919250488,1.1497749090194702
artistic,positive,1,inspirational,100,0.6913908731937408,0.019678473472595215,1.8279149532318115
artistic,positive,2,entertaining,100,0.4779342904686928,-0.5785780549049377,1.8665636777877808
artistic,positive,3,speculative,100,0.46545955568552017,-0.28846263885498047,2.2127310037612915
artistic,positive,4,narrative,100,0.4304446579515934,-0.44152048230171204,1.4474116563796997
artistic,negative,1,practical,200,0.026934285163879395,-0.7756366729736328,1.0667446851730347
artistic,negative,2,data_driven,100,0.04681348323822022,-1.1089893579483032,1.067160576581955
artistic,negative,3,concise,120,0.07381489376227061,-0.5934005081653595,0.6974682509899139
artistic,negative,4,methodical,200,0.08460748791694642,-0.7144594192504883,0.8743853569030762
ascetic,positive,1,pessimistic,200,0.10476276129484177,-0.5379601120948792,0.6278994679450989
ascetic,positive,2,speculative,100,0.09099992021918296,-0.335695743560791,0.7512988448143005
ascetic,positive,3,verbose,100,0.09061268180608749,-0.295782208442688,0.923167958855629
ascetic,positive,4,formal,100,0.08738305777311325,-0.2445088028907776,0.7582804560661316
ascetic,negative,1,data_driven,100,-0.13226092413067816,-0.6353243291378021,0.4035448431968689
ascetic,negative,2,playful,100,-0.07549988463521004,-0.6320306658744812,1.2599161863327026
ascetic,negative,3,entertaining,100,-0.05930409327149391,-0.458503782749176,0.7033151388168335
ascetic,negative,4,accessible,100,-0.051338057518005374,-0.7423967123031616,0.8475375175476074
assertive,positive,1,inspirational,100,0.3644355635717511,-0.8048827946186066,1.5588468313217163
assertive,positive,2,optimistic,200,0.16183097332715987,-0.5997703373432159,1.0659286379814148
assertive,positive,3,confident,100,0.13548937495797872,-0.8727347478270531,1.2046855092048645
assertive,positive,4,verbose,100,0.12957566173747181,-0.7703142836689949,1.145416021347046
assertive,negative,1,cautious,200,-0.14799736568704247,-1.0409956574440002,0.6522488594055176
assertive,negative,2,casual,100,-0.14462501440197228,-1.076462410390377,0.7367485463619232
assertive,negative,3,humble,100,-0.10463023029267787,-1.2668796479701996,1.12924325466156
assertive,negative,4,spontaneous,100,-0.10293059919029474,-0.9251281023025513,0.7463108897209167
avoidant,positive,1,data_driven,100,0.651644320487976,-0.5887112617492676,1.9010276794433594
avoidant,positive,2,skeptical,200,0.1551584243774414,-1.147179126739502,1.1881065368652344
avoidant,positive,3,entertaining,100,0.1508757710456848,-1.7541866302490234,3.157561779022217
avoidant,positive,4,factual,100,0.14770174026489258,-0.8147430419921875,1.554438591003418
avoidant,negative,1,big_picture,100,-0.1075217056274414,-2.221576690673828,0.7610211372375488
avoidant,negative,2,verbose,100,-0.07737707138061524,-1.3171987533569336,1.5510988235473633
avoidant,negative,3,formal,100,-0.053608970642089845,-1.5280046463012695,0.9761219024658203
avoidant,negative,4,optimistic,200,-0.049599095582962036,-7.134546875953674,1.3098974227905273
benevolent,positive,1,empathetic,200,0.20095403909683227,-0.8781933784484863,1.2854304313659668
benevolent,positive,2,optimistic,200,0.19365267246961593,-0.7616574764251709,5.610139340162277
benevolent,positive,3,inclusive,100,0.17368648260831832,-0.6533341407775879,5.0254983603954315
benevolent,positive,4,inspirational,100,0.16766699075698852,-0.6909580230712891,1.053945541381836
benevolent,negative,1,data_driven,100,-0.45718323469161987,-1.3701908588409424,0.5549054145812988
benevolent,negative,2,skeptical,200,-0.12319273233413697,-0.935488224029541,0.8641691207885742
benevolent,negative,3,entertaining,100,-0.12232452630996704,-2.6546316146850586,1.1270666122436523
benevolent,negative,4,factual,100,-0.11763790607452393,-1.3082218170166016,0.6397180557250977
bitter,positive,1,data_driven,100,0.4556387829780579,-0.6188499927520752,1.5999765396118164
bitter,positive,2,entertaining,100,0.2661107850074768,-0.7505667209625244,1.8675873279571533
bitter,positive,3,pessimistic,200,0.23769710063934327,-1.170499563217163,1.461557388305664
bitter,positive,4,playful,100,0.19109955549240112,-2.6473171710968018,1.8999888896942139
bitter,negative,1,inclusive,100,-0.068813117146492,-3.5481298565864563,0.8620076179504395
bitter,negative,2,optimistic,200,-0.05845878183841705,-3.8387582898139954,1.0127344131469727
bitter,negative,3,formal,100,-0.05370084762573242,-1.0896801948547363,0.5773258209228516
bitter,negative,4,adaptable,100,-0.04766565799713135,-0.6127064228057861,0.5255486965179443
bombastic,positive,1,inspirational,100,0.5128166608512401,-0.16845852136611938,1.793842375278473
bombastic,positive,2,verbose,100,0.44303643196821213,-0.49964866042137146,1.6174930334091187
bombastic,positive,3,speculative,100,0.371753990650177,-0.2486710548400879,2.1872745752334595
bombastic,positive,4,formal,100,0.3116442221403122,-0.2996314764022827,1.0640053749084473
bombastic,negative,1,accessible,100,-0.04005439162254334,-0.4946753978729248,0.5365084409713745
bombastic,negative,2,casual,100,-0.030276166796684264,-0.832527756690979,0.845950186252594
bombastic,negative,3,humble,100,-0.007393299341201782,-0.7589929103851318,0.7026644945144653
bombastic,negative,4,practical,200,0.0014210909605026246,-0.49460434913635254,0.9944027662277222
callous,positive,1,data_driven,100,0.20649058103561402,-0.30919480323791504,0.7385231256484985
callous,positive,2,factual,100,0.06673124134540558,-0.4521195888519287,0.5732569694519043
callous,positive,3,methodical,200,0.060341630578041074,-0.5224086046218872,0.66526198387146
callous,positive,4,strategic,100,0.05281378388404846,-0.6634711027145386,0.5557194948196411
callous,negative,1,empathetic,200,-0.24917448937892914,-1.0215431451797485,0.22804737091064453
callous,negative,2,inspirational,100,-0.21743033528327943,-1.029809594154358,0.36000728607177734
callous,negative,3,optimistic,200,-0.18581689178943633,-1.7771967053413391,0.4283367395401001
callous,negative,4,inclusive,100,-0.1611031013727188,-1.7851365208625793,0.5603606700897217
calm,positive,1,formal,100,0.07895685911178589,-0.7284812927246094,1.260314702987671
calm,positive,2,problem_solving,100,0.051593635082244876,-0.730417013168335,0.9684758186340332
calm,positive,3,inclusive,100,0.03867774784564972,-0.8131539821624756,3.1650784611701965
calm,positive,4,adaptable,100,0.030673806667327882,-0.7631850242614746,0.8901019096374512
calm,negative,1,entertaining,100,-0.3282662916183472,-2.1217468976974487,0.46036505699157715
calm,negative,2,data_driven,100,-0.3241857087612152,-1.6237640380859375,0.7659909725189209
calm,negative,3,playful,100,-0.27706254124641416,-2.2830206155776978,2.1919268369674683
calm,negative,4,pessimistic,200,-0.2421459174156189,-1.5391809940338135,1.1866161823272705
casual,positive,1,entertaining,100,0.5175084412097931,-0.6902178525924683,1.7024919986724854
casual,positive,2,playful,100,0.46581577479839326,-1.9097351431846619,1.4799203872680664
casual,positive,3,spontaneous,100,0.4423593270778656,-0.22580361366271973,1.2588309049606323
casual,positive,4,casual,100,0.42518134236335753,-0.6424422264099121,2.0762953758239746
casual,negative,1,formal,100,-0.21298448443412782,-0.9563286304473877,0.285675048828125
casual,negative,2,verbose,100,-0.07099950432777405,-0.7751972675323486,0.9048557281494141
casual,negative,3,methodical,200,-0.011539263725280762,-0.8844051361083984,0.7501373291015625
casual,negative,4,stoic,90,0.04831524027718438,-0.5834307670593262,1.3339875936508179
challenging,positive,1,speculative,100,0.44842157043516634,-0.6842606961727142,1.7973105609416962
challenging,positive,2,pessimistic,200,0.42081531397998334,-0.7131678462028503,1.6105304956436157
challenging,positive,3,strategic,100,0.3580794449150562,-0.7193037867546082,1.7791919708251953
challenging,positive,4,skeptical,200,0.35662094704806807,-0.7940186560153961,1.3147824704647064
challenging,negative,1,supportive,200,0.04525443732738495,-1.0369479656219482,1.49179208278656
challenging,negative,2,concise,120,0.06614150106906891,-1.3326778411865234,1.226348638534546
challenging,negative,3,accessible,100,0.06838586859405041,-0.934442013502121,1.1350505352020264
challenging,negative,4,optimistic,200,0.07879349060356616,-0.8068613409996033,1.3018749356269836
chaotic,positive,1,speculative,100,0.3582865833491087,-0.7248252332210541,1.5546289086341858
chaotic,positive,2,entertaining,100,0.3483710207045078,-0.6462425589561462,1.5140857100486755
chaotic,positive,3,pessimistic,200,0.329401733353734,-1.1323444545269012,1.9056965708732605
chaotic,positive,4,playful,100,0.2991293952614069,-0.7427747547626495,1.3959315121173859
chaotic,negative,1,concise,120,0.034783578912417096,-1.0724549889564514,0.7427559196949005
chaotic,negative,2,problem_solving,100,0.0639105974137783,-1.142772376537323,0.6744857579469681
chaotic,negative,3,optimistic,200,0.06611906871199608,-0.851542592048645,0.9560724496841431
chaotic,negative,4,supportive,200,0.0768775499612093,-0.7189193964004517,1.0251581966876984
charismatic,positive,1,inspirational,100,0.5458537065610289,-0.09851151704788208,1.6802761778235435
charismatic,positive,2,optimistic,200,0.3273603279516101,-0.2853788733482361,1.151600331068039
charismatic,positive,3,speculative,100,0.28923331052064893,-0.705561637878418,1.1920590996742249
charismatic,positive,4,playful,100,0.26641089655458927,-0.529521033167839,1.2687429189682007
charismatic,negative,1,data_driven,100,-0.038633192479610445,-0.7358845323324203,0.7722838521003723
charismatic,negative,2,practical,200,0.012534224390983582,-0.6461598426103592,0.5792234838008881
charismatic,negative,3,methodical,200,0.016150076370686293,-0.531767450273037,0.7339450567960739
charismatic,negative,4,concise,120,0.04206027692804734,-0.6932614743709564,0.5834109932184219
chill,positive,1,empathetic,200,0.20005875945091248,-0.29368042945861816,0.891350269317627
chill,positive,2,humble,100,0.19615519315004348,-0.39918017387390137,1.3863560259342194
chill,positive,3,optimistic,200,0.1654150092601776,-0.32866501808166504,1.6945034265518188
chill,positive,4,accessible,100,0.1577099657058716,-0.21272504329681396,0.6338028907775879
chill,negative,1,data_driven,100,-0.16160979449748994,-0.7191898822784424,0.5054160356521606
chill,negative,2,confident,100,-0.04941525876522064,-0.5724930763244629,0.48730409145355225
chill,negative,3,formal,100,-0.046873106360435485,-0.48795342445373535,0.6709959506988525
chill,negative,4,strategic,100,-0.03388464570045471,-0.5704745054244995,0.7934300899505615
circumspect,positive,1,cautious,200,0.31575143672525885,-0.5349434614181519,2.0438139215111732
circumspect,positive,2,verbose,100,0.3009624135494232,-0.4211694002151489,1.0117110013961792
circumspect,positive,3,big_picture,100,0.27250478744506834,-0.4582521915435791,0.9200973510742188
circumspect,positive,4,speculative,100,0.27135059773921966,-0.40957140922546387,1.1830384731292725
circumspect,negative,1,data_driven,100,-0.07351369619369506,-0.8920657634735107,0.8218077421188354
circumspect,negative,2,concise,120,0.020252658923467,-0.6751499176025391,0.7895491123199463
circumspect,negative,3,playful,100,0.04637903526425362,-1.238044261932373,1.5959912687540054
circumspect,negative,4,confident,100,0.06268363535404205,-0.7441451549530029,0.9230865240097046
closure_seeking,positive,1,data_driven,100,0.4508081960678101,-0.5874128341674805,1.7159826755523682
closure_seeking,positive,2,factual,100,-0.006072946786880493,-1.3149783611297607,1.0573933124542236
closure_seeking,positive,3,concise,120,-0.03782191077868144,-0.9032979011535645,0.960181713104248
closure_seeking,positive,4,methodical,200,-0.06067129611968994,-1.4390873908996582,1.0502452850341797
closure_seeking,negative,1,speculative,100,-0.354557466506958,-1.564262866973877,0.5720829963684082
closure_seeking,negative,2,pessimistic,200,-0.35001304388046267,-1.6887941360473633,0.9475548267364502
closure_seeking,negative,3,humble,100,-0.34534634530544284,-3.5298200249671936,0.9091486930847168
closure_seeking,negative,4,cautious,200,-0.34111434519290923,-3.0180118680000305,0.7890796661376953
collaborative,positive,1,optimistic,200,0.1889200548827648,-0.3014920949935913,1.3842968940734863
collaborative,positive,2,inspirational,100,0.1555400538444519,-0.364734411239624,1.1099441051483154
collaborative,positive,3,inclusive,100,0.15123145863413812,-0.5531506538391113,0.9824993014335632
collaborative,positive,4,adaptable,100,0.13113771378993988,-0.5126131772994995,0.9920343160629272
collaborative,negative,1,data_driven,100,-0.09827967032790184,-0.7640097141265869,0.5447832345962524
collaborative,negative,2,entertaining,100,-0.05825282983481884,-0.7512387707829475,0.775213360786438
collaborative,negative,3,reactive,100,-0.04342323392629623,-0.8170438408851624,0.4603094458580017
collaborative,negative,4,spontaneous,100,-0.027644676119089127,-0.8165769875049591,0.5969061851501465
collectivistic,positive,1,inspirational,100,0.1425855328142643,-0.7951832562685013,1.3031089305877686
collectivistic,positive,2,optimistic,200,0.11960371684283018,-0.9151869118213654,1.2379949986934662
collectivistic,positive,3,supportive,200,0.10199523147195577,-0.7113500535488129,0.8314139097929001
collectivistic,positive,4,empathetic,200,0.08934664368629455,-1.0884425044059753,1.559285581111908
collectivistic,negative,1,entertaining,100,-0.1989649903587997,-1.169642724096775,1.3877544403076172
collectivistic,negative,2,playful,100,-0.1558955304697156,-1.1099494695663452,0.7561660557985306
collectivistic,negative,3,spontaneous,100,-0.12480602245777846,-0.9093238636851311,0.8305346071720123
collectivistic,negative,4,casual,100,-0.09375064576044678,-0.8292454928159714,0.9881963133811951
competitive,positive,1,entertaining,100,0.18981338504701853,-0.4584134817123413,0.9549024105072021
competitive,positive,2,inspirational,100,0.1886525771021843,-0.7851406335830688,0.8619933724403381
competitive,positive,3,data_driven,100,0.1883820790797472,-0.3389754295349121,0.7877862453460693
competitive,positive,4,speculative,100,0.18554068006575108,-0.5345708429813385,1.2002552896738052
competitive,negative,1,empathetic,200,-0.07122693963348865,-0.7459321767091751,0.47514402866363525
competitive,negative,2,humble,100,-0.0679529570043087,-0.9337530732154846,0.550661213696003
competitive,negative,3,accessible,100,-0.05311805926263333,-0.5298224687576294,0.3171924948692322
competitive,negative,4,supportive,200,-0.028665728121995925,-0.7083947658538818,0.5224753022193909
conceptual,positive,1,verbose,100,0.3353452244400978,-0.6028010845184326,1.424139142036438
conceptual,positive,2,speculative,100,0.2801165170967579,-0.76326584815979,1.8473680019378662
conceptual,positive,3,formal,100,0.26440338712185624,-0.7327460050582886,1.3847475051879883
conceptual,positive,4,traditional,95,0.22354690212952463,-0.8194634914398193,1.4639625549316406
conceptual,negative,1,data_driven,100,-0.2960185147821903,-1.5373196601867676,1.1115083694458008
conceptual,negative,2,practical,200,-0.17366604115813972,-1.8672372698783875,0.8567812219262123
conceptual,negative,3,problem_solving,100,-0.06493616700172425,-1.3441741317510605,0.915557861328125
conceptual,negative,4,supportive,200,-0.06442690566182137,-1.430817425251007,1.0081555843353271
conciliatory,positive,1,optimistic,200,0.13825971901416778,-1.0562386512756348,3.9764686226844788
conciliatory,positive,2,inclusive,100,0.11128463923931121,-0.8585224151611328,3.3344975113868713
conciliatory,positive,3,problem_solving,100,0.09982470512390136,-0.7397243976593018,1.6090519428253174
conciliatory,positive,4,supportive,200,0.0927983546257019,-0.8772377967834473,1.3878674507141113
conciliatory,negative,1,data_driven,100,-0.33626452803611756,-1.7840001583099365,0.8841714859008789
conciliatory,negative,2,entertaining,100,-0.2984184229373932,-1.9172065258026123,0.5765776634216309
conciliatory,negative,3,pessimistic,200,-0.2202500593662262,-1.7498672008514404,1.8743832111358643
conciliatory,negative,4,playful,100,-0.1990111345052719,-1.8547728061676025,2.1661234498023987
concise,positive,1,entertaining,100,0.16986029386520385,-0.5258288383483887,1.6421282291412354
concise,positive,2,playful,100,0.147045037150383,-2.1276091933250427,1.1003514528274536
concise,positive,3,spontaneous,100,0.13292795538902283,-0.6505014896392822,0.8088388442993164
concise,positive,4,agreeable,100,0.11213061213493347,-0.5945174694061279,0.7263870239257812
concise,negative,1,verbose,100,-0.1532955014705658,-1.0512959957122803,0.6338710784912109
concise,negative,2,analytical,200,-0.07220574259757996,-0.629892110824585,0.5099711418151855
concise,negative,3,formal,100,-0.06442740201950073,-0.8773767948150635,0.5544431209564209
concise,negative,4,traditional,95,-0.05323310902244166,-0.8368587493896484,0.6797940731048584
condescending,positive,1,entertaining,100,0.5718154126405716,-0.08253192901611328,1.597170740365982
condescending,positive,2,playful,100,0.4913730904459953,-0.8096141815185547,2.345017373561859
condescending,positive,3,pessimistic,200,0.4625475713610649,-0.4294121265411377,1.259809523820877
condescending,positive,4,speculative,100,0.44082081943750384,-0.3122338056564331,1.3346679210662842
condescending,negative,1,concise,120,0.11528460582097372,-0.510339617729187,0.707150936126709
condescending,negative,2,factual,100,0.15436287105083465,-0.451468825340271,1.1652201414108276
condescending,negative,3,formal,100,0.15648676812648774,-0.2788393497467041,0.9690051078796387
condescending,negative,4,data_driven,100,0.16385624647140504,-0.5611706972122192,0.8255860805511475
confident,positive,1,inspirational,100,0.21178015556186439,-0.8263949155807495,1.0474504828453064
confident,positive,2,formal,100,0.1417582492157817,-0.43407709896564484,0.766959011554718
confident,positive,3,verbose,100,0.09104725385084748,-0.4919023960828781,0.8449490740895271
confident,positive,4,confident,100,0.0867696475610137,-0.733806848526001,0.8753081262111664
confident,negative,1,casual,100,-0.20220506832003593,-1.2096286714076996,0.47447869181632996
confident,negative,2,humble,100,-0.19043695103377103,-1.065700650215149,0.5462173074483871
confident,negative,3,spontaneous,100,-0.1650654250383377,-0.7368775308132172,0.6026960611343384
confident,negative,4,cautious,200,-0.16077187217772007,-0.8724604919552803,0.4394545704126358
confrontational,positive,1,formal,100,0.0054458057880401615,-0.9251391887664795,0.6734261512756348
confrontational,positive,2,confident,100,-0.0735983270406723,-1.0605063438415527,0.787558913230896
confrontational,positive,3,methodical,200,-0.09287843823432923,-1.0367729663848877,0.7313261032104492
confrontational,positive,4,verbose,100,-0.09532368957996368,-0.9476519823074341,0.7125876545906067
confrontational,negative,1,empathetic,200,-0.4054748132824898,-1.8111470937728882,0.18811607360839844
confrontational,negative,2,humble,100,-0.38964239150285723,-1.7141444683074951,2.3289912045001984
confrontational,negative,3,entertaining,100,-0.37646123468875886,-1.4478400945663452,0.499511182308197
confrontational,negative,4,spontaneous,100,-0.3644930177927017,-1.499272108078003,0.5181734561920166
conscientious,positive,1,formal,100,0.11850919127464295,-0.3778815269470215,0.9840072393417358
conscientious,positive,2,verbose,100,0.03145753860473633,-0.8714587688446045,0.7767734527587891
conscientious,positive,3,methodical,200,-0.015144855976104736,-0.8969311714172363,0.7264530658721924
conscientious,positive,4,big_picture,100,-0.021198830604553222,-0.8053374290466309,1.0585968494415283
conscientious,negative,1,entertaining,100,-0.4021732556819916,-1.9606742858886719,0.7565364837646484
conscientious,negative,2,spontaneous,100,-0.3466490387916565,-1.0842361450195312,0.16603541374206543
conscientious,negative,3,pessimistic,200,-0.33103694081306456,-1.44509756565094,1.022437572479248
conscientious,negative,4,playful,100,-0.31805973291397094,-1.504157304763794,2.428966522216797
contemporary,positive,1,data_driven,100,0.14924884904175997,-0.6883365958929062,0.7815873771905899
contemporary,positive,2,practical,200,0.09301955405622721,-0.8551574945449829,1.119242012500763
contemporary,positive,3,casual,100,0.07233279049396515,-1.0114964097738266,1.1216468214988708
contemporary,positive,4,inclusive,100,0.06197033774107694,-1.1754519194364548,0.9448130428791046
contemporary,negative,1,verbose,100,-0.2261467182263732,-1.5130284130573273,0.6482208371162415
contemporary,negative,2,traditional,95,-0.19063296082772707,-1.438437968492508,1.0516002178192139
contemporary,negative,3,formal,100,-0.18019585274159908,-1.1081032752990723,0.5745465308427811
contemporary,negative,4,conscientious,100,-0.13549066141247748,-1.6677407622337341,0.5763708353042603
contrarian,positive,1,pessimistic,200,0.6118392919003963,-1.1897523403167725,2.0165033489465714
contrarian,positive,2,speculative,100,0.5459109064936638,-0.807461142539978,1.7306353449821472
contrarian,positive,3,skeptical,200,0.45339543603360655,-0.7956159710884094,1.945794403553009
contrarian,positive,4,entertaining,100,0.44145677782595155,-0.7178139686584473,2.2072834968566895
contrarian,negative,1,data_driven,100,-0.10593736462295056,-1.2882395684719086,1.5487669557332993
contrarian,negative,2,optimistic,200,0.10714697286486626,-1.2384348809719086,1.571673259139061
contrarian,negative,3,supportive,200,0.10884990356862545,-1.3130431771278381,1.4842135906219482
contrarian,negative,4,concise,120,0.132598706583182,-1.392138421535492,1.725760817527771
convergent,positive,1,data_driven,100,0.34968717843294145,-0.6269024610519409,1.443664237856865
convergent,positive,2,methodical,200,0.24811269916594028,-0.4903838634490967,1.4254996255040169
convergent,positive,3,strategic,100,0.17750227928161622,-0.8888158798217773,0.9520864486694336
convergent,positive,4,stoic,90,0.15514083504676818,-0.6032304763793945,0.8803891837596893
convergent,negative,1,optimistic,200,-0.03613827362656594,-0.8048625588417053,0.8092969655990601
